제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어떤+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2018.09.22.|2018.09.26.&section=kin&page=1
3일전에 눈꺼풀에 두드러기가 났는데 병원에 가야하나요??3일이 지났는데 안 가라앉아요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","안녕하세요.네이버지식인으로 피부질환을 상담하고 치료하는 한의학박사 나헌식원장입니다.글 내용을 읽어보고 사진을 확인해보니,3일전부터 눈꺼플에 발생하는 증상은,두드러기 증상은 아니고 피부염증상으로 진단됩니다.두드러기증상은 나타났다가 일정한 시간이 지나면 없어지고...또 시간이 되면 다시 나타나고...를 반복하는데,피부염은 일정한 부위에 나타나고,나타난 증상이 없어지지 않고 같은 부위에서 지속적으로 나타나 있으며,혹 번지면서 붉은 발진과 가려운증상이 나타납니다.증상이 처음 나타날 때는 작은 발진이 보이다가 점점 더 커지면서 나타나는데,원인은 몸에 열이 많거나, 독이 있거나,몸의 면역기능이 떨어져 있거나,오장육부의 이상이 있어 발생하는 증상이 아닙니다.피부염은 피부의 독립적인 기능중에 체온조절 기능이 떨어져 나타나는 것으로 저는 원인진단을 합니다.위장기능이 떨어지면 위장병이 생기듯,피부기능이 떨어지면 피부병이 발생하는 것입니다. 체온조절 기능이란?우리 몸에서 유발되는 열이 피부의 땀구멍을 통하여 수분이나 땀의 형태로 배출이 이루어지는 것을 말하는데,이런 기능이 떨어지면,열 배출이 원활하게 이루어지지 않게 됩니다. 피부내측에 배출되지 못한 열이 누적되면,그 해당 부위의 피부표면에 빨갛게, 붉은 발진이 보입니다.빨갛게 발진이 나타난 부위를 손으로 만져보면 다른 부위에 비해 열감이 있는 것을 확인할 수 있으며,증상 부위가 가렵습니다.어떤 증상이나 질환이든지,각기 장기의 기능이 정상적으로 이루어져,막히지 않고 소통되는 상태에서 발생하는 증상은 거의 없지만,기능이 떨어져 통해야 하는데 통하지 못하고 막혀 있으면,소통되지 못하고 누적된 물질로 인하여 여러 가지 증상이 나타나는 것입니다.피부의 여러가지 독립적인 기능중에 체온조절 기능이 떨어지면,몸에서 자연스럽게 유발된 열이 피부의 땀구멍을 통하여 배출되지 못하고,그 열은 피부 내측에 누적되고,누적된 열은 피부의 모세혈관을 확장시켜 피부 표면에 붉은 발진이 나타나는 것입니다. 그리고 피부염 증상은 우리가 섭취하는 음식이나 환경적인 문제로 발생하는 증상이 아니어서,어떤 음식이든지 섭취하여도 괜찮고,일상생활에 주의할 점은 없다는 설명을 드리며,피부기능을 개선하는 체질개선 치료방법으로 치료를 할 수 있습니다.치료의 선택은 본인의 판단이 중요한데,증상이 낫지 않고 번지거나 심해지면 우선은 피부과에서 치료하시고,피부과 치료를 했는데도 낫지 않으면,체질개선 방법으로 치료해 보시길 바라겠습니다.한의원에서 피부염증상을 치료하는 경우에,체질개선의 방법으로 치료한다고 하여도 한의원마다 치료방법이 다르고,치료비용 또한 한의원마다 많은 차이가 있으니,잘 검토하시고 신중하게 선택하시길 바라겠습니다"
3일전에 눈꺼풀에 두드러기가 났는데 병원에 가야하나요??3일이 지났는데 안 가라앉아요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","네, 더이상 악화되지 않는다면 좀더 지켜보시는게 좋을 것 같습니다._______________________________________미륵(강증산)을 기다리는 카페 [ http://cafe.daum.net/MKingGood ][ http://cafe.naver.com/mkinggood ]진(震)방에서 성인이 나온다- 갑을(甲乙)로써 시작한다[ http://cafe.daum.net/MKingGood/eFgr/9 ]미륵증산(강증산)님의 일꾼(건달)을 받습니다♣ 2018년 3월 25일부터 - 건달(일꾼) 미션을 진행합니다[ http://cafe.daum.net/MMMMM ]乾達(건달)이라는 뜻은 강증산 상제님을 만나는 사람을 뜻합니다乾達(건달)이란 하늘과 통하는 사람을 의미합니다(만나다)- 참조경전 -[ http://cafe.daum.net/MKingGood/dUGZ/37 ]"
3일전에 눈꺼풀에 두드러기가 났는데 병원에 가야하나요??3일이 지났는데 안 가라앉아요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","눈 주위는 피부 중 더 예민한 부분이니 만지지 않는것이 좋습니다.사진으로 알레르기성피부염(두드러기)으로 피부내 항체 불균형이 주 원인으로 약은  반드시  부작용이 생길수 있으니 잘 읽어 보시고 참고 하시기 바랍니다.처방으로 인한 양약은  장내 유해균과 유익균을 동시에 사멸시키면서  장내 좋은 유익균이 증식할수 있는 환경마저 변형시키고 간기능마저 악화시키며  바르는 연고도피부세포를 괴사시켜 흉터(세포침착 )남아 더 오랜 시간을 요하게 되며  사용을 중지하게되면 리바운딩현상으로 그전보다 더심하게 악화되면서 뒤집어져 고통에 시달리고 있으니 신중하게 고민하시기 바랍니다.피부에 꼭 알아야 하는 꿀 팁 한가지~~장이 좋은 유익균으로 건강하면 피부는 저절로 촉촉한          피부로 이루어지며  인위적으로 손을 대면 댈수록 피부에는 흔적이 남게 된다는 겁니다.피부는  장내 환경을 그대로 말해 준다고 보시면 됩니다.주로 장내 균총은  외부의 음식이나 스트레스로 인하여 수시로 유해균이 많이지면서 정상세균총이 깨지면서 면역력이 떨어지기 때문에 유발되게 됩니다.혹시 배변 활동은 어떠 하신지요 . 옛말에도 잘먹고 잘자고 잘싸면 건강하다고 하면서피부는 속부터 고치라는 말을 하면서 장건강을  강조 하였습니다.  가장 중요한 역할을 하는 것이 소장의 면역체계입니다.소장점막의 장면역체계는 체내에서 필요한 영양흡수를 원활하게 하는 동시에 유해물질의 유입을 효과적으로 차단하는데, 이 면역체계는 여러가지 유익균에 의한 정상세균총에의해 유지되지만 어떤 원인에의해 장내세균총의 비율이 깨지면 발생합니다 우리몸은 세균숲 즉 영어로 바이옴이라고 합니다. 그 만큼 예민하다고 보시면 됩니다.즉 내가 피곤하면 내 몸의 균들도 스트레스를 받게 되어 장내 유해균이 증가하여 장내 항체 불균형을 이루거나 면역력이 떨지기 때문입니다.그러다보니 현대를  살아가는 우리는 누구나 피부트러블과 전쟁을 하고 있다고해도 과언이 아닐 것입니다.우리피부는 근본적으로 장건강이 피부건강이며 건강의 척도로 장내 환경이 피부와 직결되어 있으니 좋은 유익균이 장내에서 증식 할 수 있도록 케어 하시면 세포재생력으로 원래 피부로 돌아오게 됩니다.우리 피부는 스스로 재생력을 가지고 있기에 너무 자극이 되지 않도록 관리해주시는 것이 제 피부로 돌아가는 데도 좋기때문입니다. 피부염의 발병기전) 전형적인 Th2 type inflammatory disease로 정의 되어 집니다. 이는 알레르기성피부염의 시작에 있어서 Th2 immune response가 중요한 기능을 담당하고 있기 때문입니다. 항원인 allergen이 피부를 통해 체내로 유입되면 피부에 위치하고 있는 항원제시 세포를 이를 인지하고 그에 반응하게 됩니다. 이때 allergen은 특이적으로 Th2 type immune response를 유도하게 되고 Th2 type의 싸이토카인이 발현하여 히스타민의 분비를 촉진시키고 IgE항체의 생산을 촉진하게 됩니다. IgE항체는 알레르기 질환의 발생에 관여하는 면역글로불린으로 알레르기질환, 아토피, 천식, 비염 등이 일어날 경우 IgE항체가 측정됩니다.→ IgE항체를 줄이기 위해서(알레르기성피부염 치료를 하기 위해서)는 IgA항체가 인체내에 필요로 합니다.IgA항체의 유도(알레르기성피부염 개선)는 김치에서 추출한 유산균 (균종)이 효과가 아주 뛰어나다고 합니다. 장내 환경과 피부와 뇌는 서로 밀접한 삼각 관계를 가지고 있습니다! 그 중에서도 장내 환경이 중요한 이유는 장내 세균이 4조에 가까운 무수히 많은 수가 존재 합니다. 그만큼 면역세포도 다양하게 존재하는 데 IgE항체의 증가는 아토피, 알레르기질환, 천식, 비염을 유도하게 되는 것입니다. 숙성된 신 김치에서 추출한 유익균이 장내로 들어오게되면 IgE항체를 유도하는 나쁜 박테리아들을 항균작용하고 장벽을 감싸주어 장벽의 길이가 정상인의 길이로 돌아오면서 배변활동이 원활하게 되어 자연스럽게 치유가 되고 뇌에서는 행복의 호르몬인 세로토닌의 분비가 촉진되어 피부는 피부대로 깨끗해지고 기분이 좋은 마인드로 건강이 챙겨지게 되는 것입니다! 수많은 유익균은 내산성, 내담즙성, 장도달성, 장 정착성 이 모두가 안정적이고 확실하며 Th2 type immune response의 균형을 바로 잡아주어 장염, 설사, 변비, 복통, 아토피, 지루성피부염, 여드름, 알레르기, 비염 등을 자연스럽게 치유하고 면역을 잡아주기 때문에 치유와 예방이 되는 것입니다!이제는 면역계의 안정을 취하여 우리의 인위적인 치료방향이 아닌 우리의 장을 타겟으로 하는 김치에서 추출한 유산균으로 재발없이 자연스럽게 깨끗하게 치유해 보시기 바랍니다. (위 사진은 알레르기성피부염이 실제 장내에 김치에서 추출한 유익균의 섭취를 통해 깨끗하게 치유된 사례 입니다.)유산균도 꼼꼼히 따져 보시고 신중하게 결정하시기 바랍니다, 균주중에서도 얼마나 건강한지  얼마나 완벽한 코팅으로 장내 까지 살아갈수 있는 지와 어떤 성분 (식물성)인지 가  중요 합니다,그 중요한  유산균은 아래 네임카드의  사용후기를 보시면 됩니다.도움 되셨으면 추천해주시고 꼭 채택해주세요.악성의 아토피, 알레르기, 지루성피부염, 여드름과 같은 피부질환과 장염이 무조건 치료되는 상세한 정보는 아래 네모칸 네임카드 내 사이트를 참고하세요.감사합니다.(더 자세한 정보는 네이버 정책상 홍보로 오인될수 있으니tenstens@hanmail.net으로 본인의 연락처를 남겨 주시거나 내용을 주시면 바로 답변 드리겠습니다.)"
3일전에 눈꺼풀에 두드러기가 났는데 병원에 가야하나요??3일이 지났는데 안 가라앉아요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","안녕하세요^^눈가에 나타난 두드러기로 걱정이 많으시겠습니다 ~두드러기는 다양한 형태나 모양으로 나타날 수 있고 발생부위도 일정치 않습니다두드러기는 세포의 손상이며, 가려움증과 팽진, 피부발적을 주증상으로 하는 피부질환입니다닫힌모공으로 피부온도는 상승하게 되고, 이로 인한 열쏠림현상이 나타나 발생하게 됩니다.식사를 하거나 운동 과도한 스트레스 등에 의해 몸속에서 열에너지가 발생하게 되고,발생된 열 에너지가 피부밖으로 원활하게 방출이 되지 못해 피부온도는 급상승하고,  표면장력은 약해져 피부밖으로 밀어내는 힘이 강해집니다.이때 피부융기현상인 팽진과 강제적으로 열에너지를 방출하려는 행위인 가려움증까지 동반하게 됩니다스테로이드제나 항히스타민제는 증상을 근본적으로 치료하는 약물이 아니고,증상을 일시적으로 완화시켜주는 약물이어서 치료하여도 증상이 낫지 않고 반복하여 나타납니다.두드러기가 왜 발생 되었는지를 잘 이해하시고 치료하시면 치료방법을 찾기란 어렵지 않습니다.두드러기를 한의원에서 치료하고자 할 때에는, 체질개선 방법이라도 한의원마다 치료방법이 다르고,한의원마다 치료비용도 많은 차이가 있으니, 잘 검토하고 신중하게 선택하시길 바라겠습니다.아래 자료 참고하시고 좋은 결과 있으시길 바랍니다 ^^"
내일 체육관련직업을 표해야 하는데 어떤게있을까요?ㅠㅠ자세히부탁드려요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...","진출분야로 사회체육단체, 스포츠센터, 병원의 운동처방센터, 기업의 실업운동팀, 중·고등학교 교사로 진출할 수 있습니다. 진출직업으로 스포츠 단체나 체육회 사무원, 경기감독 및 코치, 경기기록원, 경기심판, 경찰관, 경호원, 다이어트프로그래머, 레크레이션강사, 레크레이션강사, 스포츠강사, 스포츠마케터, 스포츠에이전트, 스포츠트레이너, 예체능 계열 교수, 체육교사, 프로골프선수, 프로농구선수, 프로배구선수, 프로야구선수, 프로축구선수 등의 직업이 있습니다."
현재 간호사일을 하고 있는 직장인인데 소방공무원에 관심이 있어서 질문 드립니다!간호사 경력 2년 쌓고 보는 소방공무원은 특채에 해당되는 건가요?? 찾아보니까 공채 특채 경력채용 이런식으로 있던데... 어디에 속해 있는지요..??그리고 인터넷 찾아보니 시험과목 또한 어떤 분은 국.소방영어.소방학개론 이렇게 세개라는 분도 있고 다른분은 국.소방법규.소방학개론 이렇게 세개라는 분도 있는데 시험 과목 또한 알려주셨으면 합니다!,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",간호사나 응급구조사 분들은 병원경력2년 이상 있으시면 구급특채에 응시가능한 자격이 생깁니다시험과목은 국어 영어 소방학개론입니다구급특채가 경력채용중 한직렬입니다
핫팩을 데고있다가 다리에 수포가 생겼는데요 새끼손가락 한마디보다 작습니다 병원을 가야할까요? 아니면 약국에 가서 어떤걸 바르고 뭘 붙여야할까요? 얼음물 대고 있어도 좋을까요?심각한건가요? 흉지거나 그냥놧두면 심해지는지 궁금합니다 얼마나 걸릴련지..,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",화상이네요 물집잡혔고 부위가작지가 않아요 흉나지않고 감염되지않게하기 위해서 병원에가서치료받 는걸 .권합니다.
핫팩을 데고있다가 다리에 수포가 생겼는데요 새끼손가락 한마디보다 작습니다 병원을 가야할까요? 아니면 약국에 가서 어떤걸 바르고 뭘 붙여야할까요? 얼음물 대고 있어도 좋을까요?심각한건가요? 흉지거나 그냥놧두면 심해지는지 궁금합니다 얼마나 걸릴련지..,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",핫백으로 화상을 입은것 같아요찬물로 씻어주고 난뒤에 치약을 발라주면 되네요치약위에 종이밴드 붙여주고 하룻밤 자고 나면 아마도 치료는 다 되어 있을거예요도움이 되었으면 좋겠습니다
기침이많이나오고목이엄청따끔하고코가막히고머리가아프고가래가많이나오고그러는데어떤질병일까요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",감기일수도 있고 비염이있다면 환절기라 비염일수도 있어요 하지만 정확한것은 병원에 가서 직접 진료 받고 약먹는게 좋을것같네요 ^^ 저도 비염이라 지금 목아프고 코막히는 증상이 있어요 빨리 나으시기 바랍니다도움되셨다면 체택 꼭 부탁드려요 ^^
기침이많이나오고목이엄청따끔하고코가막히고머리가아프고가래가많이나오고그러는데어떤질병일까요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",감기입니다.따뜻한 물 마시고병원가세요
기침을2년째 하고있습니다 호흡기기내과 이빈후과 소화기내과에서 각종 검사를 받았는데 이상이 없습니다 나이는 60세이시고 자기전까지 한번씩 기침이나옵니다 어떤검사를 받아야할까요 원인을 알고 샆네요,"가락동 60대 중반/남 간암요양병원 간암수술 후에 요양병원 가는게 도움이 될까요? 어떤치료들을 하면서 좋은건지 알려주세요 안녕하세요, 닥톡-네이버 지식iN 상담의사...",자기전에만 기침 나오시는거죠..?그럼 그나마 다행이네요 만약 평상시에도 계속 기침하시면 대학병원 가보세요 2주이상 기침 심하면 결핵 의심이거든요....
