제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2016.04.07.|2016.04.11.&section=kin&page=1
"아웃라스트 줄거리, 결말(사진 없이!!)",공포게임 아웃라스트 줄거리를 알고 싶은데 다 사진이 있어서 무서워 못보겠어요....복붙도 괜찮으니까 사진 없이!!! 부탁드려요.....게임사진 올리시면 신고합니다.,시작은 어느 기자가 정신병원에서 일어나는 미지의 사건을 취재하러 가는 것입니다. 그리고 정신병원에 들어가 목숨의 위협을 받으며 여러가지를 찾아보다가 정신병원에서 '인간에게 극한의 공포를 느끼게 하면 인간의 정신이 몸 밖으로 빠져나와 행동할 수 있다'라는 가설을 입증하기 위한 프로젝트:월라이더 라는 인체실험을 하고 있다는 것과 실험이 성공했다는 것을 알게 됩니다.(육체 바깥으로 빠져나온 유령같은 것을 월라이더라고 칭합니다.) 그것을 안 기자는 여러 고생끝에 월라이더의 육체를 죽이고 초죽음상태로 병원을 빠져나가려 하지만 실험의 비밀을 지키려고 하는 박사와 그의 병사들에게 죽임을 당합니다. 하지만 사실은 기자가 죽였다고 생각했던 월라이더는 기자의 몸 속에 들어가 있었고 기자를 죽인 박사와 병사들을 모두 죽여버립니다. 이상이 아웃라스트의 줄거리입니다.
예수를 믿는 다는 것에 대해.................................................................,예수를 믿는 다는 것은무엇이란 말인가??????????????????????????????????????????????????믿어지는 것인가??????????????????????성령을 받으면 믿게되는 것인가????????????????????????????????????????????????????,둘 다입니다성령의 역사하심으로 믿어져서 믿게되는 것이지요~!그래서 믿는 자는 복있는 자라고 합니다
예수를 믿는 다는 것에 대해.................................................................,예수를 믿는 다는 것은무엇이란 말인가??????????????????????????????????????????????????믿어지는 것인가??????????????????????성령을 받으면 믿게되는 것인가????????????????????????????????????????????????????,Nice to meet  you 개독
예수를 믿는 다는 것에 대해.................................................................,예수를 믿는 다는 것은무엇이란 말인가??????????????????????????????????????????????????믿어지는 것인가??????????????????????성령을 받으면 믿게되는 것인가????????????????????????????????????????????????????,"도움이 되시기를 기도합니다.할렐루야~♡♡""여호와여 주께서 나를 살펴 보셨으므로 나를 아시나이다""(시 139:1)[복음의 비밀 : 당신의 은밀한 비밀]-1/2 누구에게나 비밀이 있습니다. 부끄러운 사생활의 비밀, 각종 범죄 전과의 비밀, 가정사의 비밀, 음란한 비밀, 병력의 비밀, 학력의 비밀 등, 감추고 싶거나 구지 드러내고 싶지 않은 비밀들을 누구나 다 갖고 있습니다. 비밀이 없다면 그는 사람도 아닙니다.각종 SNS등을 통해서도 익명으로 자신의 수치스런 부분을 드러내며 자기만족을 일삼는 사례도 많습니다. 본명이 아닌 익명으로 얼굴을 가린채 목 아래 부분만 셀프 촬영하여 온 천하에 자기의 부끄럽고 은밀한 부분을 자극적으로 드러냅니다.남자 여자 할 것 없이, 나이 관계 없이, 이성애자 동성애자 할것 없이, 짐승만도 못 한, 개 보다 못 한 더럽고 음란한 짓을 하면서 이를 사진으로 찍어 올리고, 동영상까지 찍어 온라인 세상에 자랑스럽게 유포하여 인기를 모으고 더 나아가 이를 사고 파는 짓도 서슴치 않고 합니다.저는 과거 트위터를 통해 짧은 묵상의 메시지를 한동안 전한바 있습니다. 그렇게 하고 있던 어느 날, 음란한 포즈를 취한 익명의 여성의 사진이 실린 트윗을 팔로워 해보라는 이메일이 왔습니다. 몇 번 삭제는 했지만, 어느 날 메일을 클릭하여 들어가 보니 그야말로 또 다른 별천지가 펼쳐져 있었습니다. 마치 무엇인가에 중독 된 것처럼 그러한 장면들 속에서 빠져 나오기가 쉽지 않았습니다. 클릭하여 더 깊이 들어 가게 되고, 더 새롭고 넓은 음란한 온라인 세계를 탐닉하게 되었습니다. 결국 안되겠다 싶어 트위터를 통해 전하던 메시지를 접고 로그아웃하여 탈퇴하고 중단했습니다.세상 돌아가는 소식과, 유익한 정보의 공유는 좋다고 할 수도 있겠지만, 그것도 역시나 과유불급입니다. 하물며 악용되고 있으니 이를 무어라 말 할수 있으며, 수 많은 사람들이 이러한 SNS등을 통해 자신만의 온라인 세계에서 창녀 창남과 같은 짓을 하고 있으니 이걸 누구에게 따져 물으며, 그들의 영혼을 누구에게 책임지라고 말 할수 있겠습니까?가려진 얼굴과 익명이 자기의 더럽고 가증한 짓에 대한 모든 비밀을 완벽하게 지켜줄 거라 믿는 그들의 영혼이 너무도 불쌍합니다. 결코 드러나지 않을 거라는, 아무도 모를 거라는 그들의 비밀이 결국 다 드러나게 된다는 것을 그들은 알아야 합니다. 행위 대로 심판 받게 된다는 것을 알아야 하며, 심판에 따른 형벌이 주어진다는 것을 알아야 합니다. 그러므로 속히 예수님을 구세주로 영접하고 회개의 자리에 앉아야합니다.온라인 세상의 창기들은 오프라인 세상에서는 멀쩡해 보입니다. 그저 거리에서 보이는 사람들처럼 평범해 보입니다. 직장 동료이며, 친구이고, 선.후배이며, 단체의 일원이기도 합니다. 직장인도, 사업가도, 선생도, 학생도, 군인도, 주부도 있습니다. 그리고 내 가족의 한 사람일 수도 있습니다. 그러나 그렇게 보이는 사람이 온라인 세상에서는 자기의 치부를 자랑스럽게 드러내며 이성과 동성을 유혹하고 성을 사고 파는 창기일 수 있다고 하는 사실입니다. 명심하십시오! 사람은 혼자 있을때 이러한 죄를 많이 짓게 됩니다. 왜 그럴까요? 그 이유는 간단합니다. 비밀이 드러나지 않을 거라는 어리석은 확신으로 가득하기 때문입니다. 묻혀질 거라 생각하고, 잊혀질 거라 생각하기 때문입니다. 그러나 두렵고 떨리는 것은 그 모든 행위들이 하나님의 CCTV로 촬영되어지고 있다는 사실입니다. 그리고 하나님의 심판대 앞에 설 때에 그러한 것들이 다 보여지게 됩니다.혹시 오늘 이 말씀을 읽고 묵상 하시는 분 가운데 자신의 이야기를 하듯 한다고 생각되어지는 분이 계시다면, 애통하는 마음으로 회개하시기 바랍니다. 천국이 가까이 왔습니다. 하나님의 때가 되었기에 주님께서 이 말씀을 경고의 메시지로 전해 주신 것임을 믿으시기 바랍니다.하루살이와 같이 사소한 백성의 죄는 정죄하고, 낙타와 같이 큰 죄를 범한 자신들의 죄는 개의치 않고 간과하여 넘기는 이중적인 모습의 바리새인들과 율법주의자들, 회칠한 무덤처럼 겉은 아름답고 깨끗해 보이지만, 그 속은 죽은 자의 뼈와 온갖 더러운 것들로 가득한 바리새인과 율법주의자들, 주님은 이들을 향해 ""화가 있을 것이다""라고 마태복음 23장에서 일곱 번이나 저주를 하셨습니다. 그리고 이어서 ""이 뱀들아 독사의 자식들아 너희가 어떻게 지옥의 심판을 피하겠느냐""(마23:33)라고 말씀하셨습니다.율법주의자와 바리새인이 바로 나 자신일 수 있습니다. 다시 한 번 말씀드리지만 오늘 이 말씀이 나를 향하신 주님의 경고일 수 있음을 간과하지 마십시오.육신의 일을 따르는 자는 육신의 일을 생각하기에 그 결말은 사망이며, 하나님을 기쁘시게 할 수 없기에 하나님과 원수가 됩니다. 그러나 영을 따르는 자는 영의 일을 생각하기에 그 결말은 생명과 평안이며, 몸은 죄로 말미암아 죽어도 그 영은 의로 말미암아 살게 됩니다(롬8:5-10).""육신대로 살면 반드시 죽을 것이로되 영으로써 몸의 행실을 죽이면 살리니""(롬8:13)우리의 모든 것을 다 아시는 하나님 앞에 그 어떤 비밀도 없다는 것! 다 드러난다는 것!반드시 그 행위대로 심판 받는다는 것! 죄의 삯은 사망이라는 것! 그러므로 회개 해야 한다는 것! 회개하면 우리의 죄를 도말하여 주신다는 것! 꼭 기억하시기 바랍니다! 하나님은 당신의 은밀한 모든 비밀을 다 알고 계십니다.♡""또 나를 위하여 구할 것은 내게 말씀을 주사 나로 입을 열어 복음의 비밀을 담대히 알리게 하옵소서 할 것이니""(엡 6:19)[복음의 비밀 : 신비한 비밀]-2/2 누구에게나 비밀이 있습니다. 자기에게도 있고, 내 앞 사람에게도 있고, 옆 사람에게도 있습니다. 말하고 싶지 않은 비밀, 가슴 아픈 비밀 등 여러 종류입니다. 그러나 자신에게 있는 비밀은 철통보안 하면서, 남에게 있는 비밀을 빌미 삼아 이익을 챙기려 하는 사람들도 많습니다. '비밀'은 드라마의 소재로도 많이 사용 됩니다.병원 간호사가 어느 재벌의 사주를 받고 갓 태어난 사내 아기를 돈을 받고 빼돌립니다. 수십년 세월이 지나 간호사에게 있던 딸이 성인이 되어 결혼 하겠다고 인사시켜 드린 남자가 바로 수십년 전 자기가 사주를 받아 빼돌려 죽었다고 했던 그 사내 아이였습니다.그 남자도 역시 결혼을 약속한 여자의 어머니, 그러니까 장모 될 사람이 자기를 빼돌린 간호사였음을 알게 됩니다. 그리고 그렇게 하라고 사주한 사람을 찾습니다. 찾고 보니, 자기가 근무하고 있는 회사의 회장 부인이었습니다. 회장은 자신의 친 아버지였고, 또 이미 죽었지만 아이를 빼돌리라고 시킨 최초의 사주자는 그 남자의 친 할아버지였던 것이었습니다. 이렇게 꼬이고 꼬인 오래전 이야기지만 결국 얽힌 실이 풀리듯 하나하나 풀어지고 드러나며 감추어졌던 모든 비밀이 드러난다는 결론에 대해서는 드라마에서 조차도 간과하지 않고 있다는 점을 발견 할 수 있어야 한다는 것입니다. 미국에서 20년전 자신의 딸을 잔인하게 살해 했다는 이유로 무기징역을 받고 수감된 한 아버지가 있었습니다. 그러나 복역 20년 되던 해에 진범이 잡혔습니다. 그는 딸의 죽음과 함께 자신도 죽었다는 마음으로 20년의 세월을 살았습니다. 그는 감옥안에서 진범이 잡히기만을 기도했고, 그를 믿어주는 바깥 지인들의 도움을 받으며 진범 찾기에 노력 해왔던 것입니다. 결국 20년만에 진범은 잡혔고, 그 살인사건의 모든 비밀이 만 천하에 드러나게 되었습니다. 비밀은 반드시 드러납니다. 한 사람을 평생 속일수는 있어도 모든 사람을 평생 속일 수는 없습니다. 혹, 한 세대를 속일 수는 있어도 다음 세대까지 속일 수는 없습니다. 온 천하를 속일 수는 있어도 자기 자신의 양심을 속일 수는 없습니다. 그러나 모두를 속이고, 천하를 속이고, 양심에 화인 맞아 자기 자신까지 속여 무덤까지 가져 가더라도 하나님을 속일 수는 없습니다. 하나님은 모든 것을 다 아시기 때문입니다. 사람의 심령을 감찰하시며, 머리털까지 세신 바 되시며, 마음의 깊은 내면 보다 더 깊은 곳에 계시며, 앉고 일어섬을 아시며, 멀리서도 그 생각을 밝히 아시며, 모든 길과 눕는 것을 살피시고, 모든 행위를 아십니다. 눈을 지으시고, 입을 지으셨으니 모든 보는 것과 말하는 것을 아시고, 혀의 말을 알지 못하시는 것이 하나도 없으십니다.하나님의 CCTV가 바로 사람의 눈이고, 귀이고, 입이고, 마음이고, 생각입니다. 보고 듣고 생각하고 말하고 행하는 모든 것이 그대로 실시간 녹화되는 것입니다. 그 모든 것은 하나님의 심판대에 섰을때 보게 됩니다. 어느 누구도 예외는 없습니다. 그 누구라도 반드시 심판 받게 됩니다. 그 중 가장 큰 죄는 불신의 죄입니다.그래서 하나님은 독생자 예수를 이 땅에 보내주셨고 그를 믿는자마다 영생을 얻도록 만 천하에 공개 된 은혜의 선물을 준비해 놓으셨습니다. ""하나님이 세상을 이 처럼 사랑하사 독생자를 주셨으니 이는 그를 믿는 자마다 멸망하지 않고 영생을 얻게 하려 하심이라""(요3:16)""주 예수를 믿으라 그리하면 너와 네 집이 구원을 받으리라""(행16:31)이것이 예수 그리스도의 십자가 복음입니다. 둘째 사망에 이르지 않지만, 이를 믿지 않으면 육의 죽음과 함께 둘째 사망 곧 유황불못, 지옥불못에 이르게 되는 것입니다. 온 천하에 공개 된 십자가 복음의 비밀, 믿으면 비밀이 아닌 이 천국의 복음은 그래서 불신자들에게는 복음의 비밀로 남게 되는 것입니다.한 번 죽는 것은 영혼이 육에서 분리되는 것이지만, 둘째 사망에 이르는 것은 영혼이 하나님과 분리되는 것입니다. 하나님과의 분리는 이 땅에서부터 시작됩니다. 이와 마찬가지로 하나님과의 영원한 동행도 이 땅에서부터 시작됩니다. 그것을 갈라놓는 것은 바로 우리 주 예수 그리스도에 대한 믿음입니다. 우리 주님만이 길이요 진리요 생명이기 때문입니다.공개된 복음이 비밀이라는 것, 어불성설로 여겨지기도 하겠지만 그렇기 때문에 복음은 [신비한 비밀]인 것입니다. ""이제는 나타내신 바 되었으며 영원하신 하나님의 명을 따라 선지자들의 글로 말미암아 모든 민족이 믿어 순종하게 하시려고 알게 하신 바 그 신비의 계시를 따라 된 것이니 이 복음으로 너희를 능히 견고하게 하실 지혜로우신 하나님께 예수 그리스도로 말미암아 영광이 세세무궁토록 있을 지어다.""(롬16:26-27) 아멘, 할렐루야!Maranarha!아멘 주 예수여 오시옵소서!'성령이여 임하소서'https://youtu.be/xRWlyE8SQs0"
예수를 믿는 다는 것에 대해.................................................................,예수를 믿는 다는 것은무엇이란 말인가??????????????????????????????????????????????????믿어지는 것인가??????????????????????성령을 받으면 믿게되는 것인가????????????????????????????????????????????????????,믿어지는 것이거참 중요한 안건이죠나 기침좀 낫게해줘우울증은 그렇타 치더라도먼 병덩어리냐ㅠㅠ
질염증상인가요,몇일전부터 그쪽이 간지러워서 긁었는데 어느순간부터 가만히있어도 간지럽고 긁으면 따겁고 투명한물같은거도 나오고요 붓는거같기도해요 질염인거같은데 학생이라 산부인과가기도좀그렇고요 인터넷쳐보니까 약같은거도 나오던데 넣어도되는건가요...?,"안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 김덕례 입니다. 글만으로는 정확하게 판단하기는 어렵지만,증상으로 보았을 때 질염증상이 맞는 것 같습니다. 질염은 질염에따라서 원인균이 다른만큼 그에따라서처방이 달라지게되기 때문에 산부인과에 내원하셔서 정확한검사 후 그에 맞는 치료를 받으시는 것이 중요합니다. 감사합니다."
질염증상인가요,몇일전부터 그쪽이 간지러워서 긁었는데 어느순간부터 가만히있어도 간지럽고 긁으면 따겁고 투명한물같은거도 나오고요 붓는거같기도해요 질염인거같은데 학생이라 산부인과가기도좀그렇고요 인터넷쳐보니까 약같은거도 나오던데 넣어도되는건가요...?,질의염증이생긴것같네요! 생식기를 흐르는물에 씻은후 자연건조시킨후 바세린이나 후시딘을 바르고 꽉끼는옷은 입지마시고 잠잘때속옷을입지않는방법은 어떨까요?:) 창피하더라도병원을가보는게가장좋습니다:D
질염증상인가요,몇일전부터 그쪽이 간지러워서 긁었는데 어느순간부터 가만히있어도 간지럽고 긁으면 따겁고 투명한물같은거도 나오고요 붓는거같기도해요 질염인거같은데 학생이라 산부인과가기도좀그렇고요 인터넷쳐보니까 약같은거도 나오던데 넣어도되는건가요...?,"질염증상은 성관계 후 성교통을 동반하며 잘 생기게 됩니다만 자위나 성관계와 관련없이오기도 합니다. 질염이 있게 되면 가려움증, 질에서냄새, 분비물, 쓰리거나 따가움,항문가려움, 아랫배나 골반에 불편함이 생길 수 있습니다. 이런 증상은 외음부염증의 종류나 심한 정도에 따라, 대음순이 감싸고있어또 개인에 따라 차이가 있습니다.   외음부염증은 질냄새와 동반하여 생기게 됩니다.한편 외음부염증을 일으키는 균에도 종류가 다양하기 때문에 만성질염으로 변할수있어질염약과 질절효과를 통해 적절한 치료를 하시는게 좋습니다. 며칠간 질세정제나 질정제와 약물치료를 하게 되면 대부분 별다른 문제없이 좋아지지만자주 재발을 할 수 있습니다. 특별한 치료 없이도 저절로 좋아지는 경우도많습니다. 질염증상 종류에 따라서는 냉대하증 또는 만성적으로 진행하거나자주 재발을 하게 되고 클라미디아 균 같은 세균성질염의 경우 완전하게 치료를 해야합니다.질염검사비용은 보험이 되므로 부담 갖지 말고 진찰을 받아보시기 바랍니다. 한편 평소에 염증을 예방하기 위해서, 꽉 끼는 옷은 삼가시고 통풍이 잘 되는넉넉한 옷을 입으시는게 좋습니다. 질냄새제거를 위해 너무 자주 씻거나비누로 세척을 해도 오히려 염증이 잘 생길 수 있습니다.평소 재발이 쉽기때문에 산부인과에서 질염치료를 받고나서얼마안가 또다시 재발할 확률이 상당히 많습니다.질염증상이 있으신분들은 질염예방 유의사항은 알고계시는것이 좋습니다.질염치료중 연고나 질정을 사용하는것도 방법중의 하나이지만,,진찰받으셨던 산부인과에 질세정제 천연여성청결제등을 추천받아 사용하셔도 좋습니다.개인마다 상태가 다르기때문에 증상은 같아도 치료방법은 조금씩 다를 수 있습니다.전문 산부인과에서 외음부에 대한 변형이나 원인등을파악한뒤 치료과정을 상담받으시는것이 좋을것 같습니다. 여자소음순은 늘어나면서 요도입구나 질입구를 가릴수있어 소변보실 때 소변이옆으로 새거나 튀기도하고 밖으로 돌출되어 있기 때문에 자꾸 신경이 쓰여다른 사람이 볼 수도 있는 대중탕이나여러 사람이 모이는 곳에 가기가 꺼려지고자신감 상실로 이어질 수 있습니다. 꽉낀바지를 입을경우 자극이되어붓기로 인해 통증을 유발할 수 있으며 거무티티 소음순색깔도 예쁘지 않습니다.이런분들에게 소음순성형을 권해드립니다. 소음순수술잘하는곳에서 전문적으로 잘 받으시면 갖고있던 스트레스를 없애버릴 수 있습니다.소음순위로 음핵(클리토리스)부분도 표피가 두껍게 덮임으로써 부어있는듯감싸고있는 표피를 소음순성형술과 함께 음핵표피제거수술을 받아주시는것이질염예방과 질냄새제거에 도움이 됩니다. 성관계나 자위행위를 빈번하게 하실경우도예민한부분의 살성이 늘어나면서 표피가 덮이는경우도 흔합니다.평소 꽉낀 바지를 입을때 매우 불편하기도하며,간지러움등 질염의 발생으로산부인과 치료를 받으면 또다시 재발확률도 높습니다. 되도록이면 보다편한 복장을 착용하고 질염을 예방하기위한 속옷이나 스트레스 등의요인을 피하시는것이 좋습니다. 늘어난소음순의 경우 다시 줄어들거나 하지않으므로,,더 큰 스트레스를 받으실 경우 소음순비대증이나 소음순비대칭으로인한소음순성형 수술을 고려해 보시면 좋습니다.정말 힘들거나 소음순색깔 부분때문에라도 많은 스트레스를 받으실 경우,,산부인과 내원하셔서 자세한 상담및 검사를 해보신뒤 받으실 수 있습니다.전문 산부인과에서 소음순수술을받으셨던분들의 수술전후 소음순사진을 비교해보고진단및 상담을통해 지역에 국한되지않고 여성클리닉 여의사산부인과, 여의사비뇨기과,여성전문병원,질성형전문병원등 산부인과상담을 통해 유명한 산부인과에서 정확한 검사를받으시기 바랍니다.     질문내용과 관련은 없으나 동영상자료 올려드리니 참고하시면 좋습니다.
 



   광고 후 계속됩니다.       다음 subject author   
			취소
		   질염증상인가요 
	재생 
 9                  0:00:00    
		재생
	    
		음소거
	         
	00:00
  
	00:34
     
		설정
	   
		넓은 화면
	   
		전체 화면
	      
			해상도
		 720p HD    
			자막
		 사용 안함  
			재생 속도
		 1.0x (기본)   해상도   
			720p
		 HD    
			480p
		   
			270p
		    자막 
	설정
   
			사용 안함
		      옵션  글자 크기    배경색    재생 속도   0.5x 1.0x (기본) 1.5x 2.0x    
        알 수 없는 오류가 발생했습니다.
     
                        도움말 보기
                       음소거 상태입니다. 
                    도움말
                
                    라이선스
                 
				고화질 재생이 가능한 영상입니다.
				설정에서 해상도를 변경해보세요.
			 더 알아보기 
	0:00:00
             
  출처 : 네이버 파워지식인 심상인원장님 산부인과 칼럼"
질염증상인가요,몇일전부터 그쪽이 간지러워서 긁었는데 어느순간부터 가만히있어도 간지럽고 긁으면 따겁고 투명한물같은거도 나오고요 붓는거같기도해요 질염인거같은데 학생이라 산부인과가기도좀그렇고요 인터넷쳐보니까 약같은거도 나오던데 넣어도되는건가요...?,"증상은 염증 증상으로 의심이 되지만 정확한 판단을 위해서병원 내원을 해주는것 이 좋습니다생활습관에서 질염이 생길수 있으므로 너무 큰걱정을 하지 않아도 됩니다또한 질염은 종류가 다양하며 그에따른 증상이나 약처방또한 다르기 때문에 전문의와 상담을 받아보고검사를 해봐야 하는부분입니다 요즘엔 질염도 지속적으로 재발하는 분들이많아지며 치료방법으로 모나리자터치 레이저 시술이있습니다,이치료 방법은  질염과 질건조증 등 다양한효과를 한번에 보실수있는 시술방법이며생활하는데 불편한 질염은 레이저치료를 통해서도 개선이 가능합니다여원장님 으로 전문의가 있는곳에서 부담없이 상담받아 보세요"
환자 방치시 미필적 고의에 의한 살인죄가 적용되는가?(빨리),"만약에 어떤사람이 사고를 당하거나 병에 걸려서 병원에서 치료를 받거나 호흡기같은걸 달고있어야 하는데그사람의 가족(보호자)이 경제적인 어려움을 겪고있어서생활하기도 힘들고 도저히 입원비, 병원비등을 댈 수 없는 상태라서환자를 입원시키거나 병원에 대려가지않았는데그 환자가 그로인해 죽게 된다면미필적고의에 의한 살인죄나 존속유기죄 및 살인죄에 해당하나요??맞다면 형량이 어느정도 되는지아니라면 어떤 죄와 처분이 내려지는지 궁금합니다. 가능한한 빨리 답변해주셨으면 좋겠습니다.",안녕하세요 수원지방법원에서 속기사 ( 서기 ) 로 종사하고있는 남자입니다.그런경우 죄는 성립이 안됩니다.단 사망 후 죽어있는 시체를 계속 방치할시 사체유기죄 처벌을 받을수 있습니다.사체유기죄는 사체·유골·유발 또는 관 내에 장치한 물건을 유기함으로써 성립하는 범죄입니다.(형법 161조).벌금형이 없는 7년 이하의 징역 입니다.병원갈 능력이 있고 일부러 대려가지않았다면 미필적고의 존속유기치사죄가 적용되나 질문으로는 성립이 되지 않지만 사체를 계속적인 방치할시 사체유기죄가 성립이 됩니다.부디 원만히 해결되시길 바랍니다.이상 답변드렸습니다.
환자 방치시 미필적 고의에 의한 살인죄가 적용되는가?(빨리),"만약에 어떤사람이 사고를 당하거나 병에 걸려서 병원에서 치료를 받거나 호흡기같은걸 달고있어야 하는데그사람의 가족(보호자)이 경제적인 어려움을 겪고있어서생활하기도 힘들고 도저히 입원비, 병원비등을 댈 수 없는 상태라서환자를 입원시키거나 병원에 대려가지않았는데그 환자가 그로인해 죽게 된다면미필적고의에 의한 살인죄나 존속유기죄 및 살인죄에 해당하나요??맞다면 형량이 어느정도 되는지아니라면 어떤 죄와 처분이 내려지는지 궁금합니다. 가능한한 빨리 답변해주셨으면 좋겠습니다.","미필적고의에 의한 살인죄 존속유기치사죄 가 성립됩니다.좀더 광범위하게 설명하자면 ,아래중 1에 해당하는경우심각한 경제적인 어려움을 겪는경우,오래된 가정폭력에 시달렸던경우(나머지가족의 처벌불원요청이 더한경우)이혼, 기타부득이한 사유로 실제 부양의 범위에 있지않은경우등은 사회통념상, 법정서상 정상이 참작되어 징역3년 집유5년으로 선처해주는것이 일반적인 경우입니다.답변이 도움이 됬다면 채택해주세요.1콩(100원)이 적립되고 질문자에게 내공이 50%돌아갑니다.적립된콩은 어려운이웃을 위해 기부됩니다..~~!"
