제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2018.01.12.|2018.01.16.&section=kin&page=1
갑자기 왼쪽귀에서 며칠전부터 호홉하는것같이 맥이뛰는 소리가 계속들려요 조용히 있으면 크게 드리고 시끄러운데,갑자기 왼쪽귀에서 며칠전부터 호홉하는것같이 맥이뛰는 소리가 계속들려요 조용히 있으면 크게 드리고 시끄러운데 있으면 소리가 묻혀버리는데 저녁에 잘려고 하면 소리가 크게 들려요 어느 병원을 가야할까요 도와주세요 무슨증상일까요,저도 귀를베게에 데고? 잘때 그런증상이 있는데 1년 조금 넘게 이런증상이 계속 반복됬는데 별문제는 없을듯합니다
다이어트 관련 질문이 있습니다 !!,"제가 오른발에 부주상골 증후군을 앓고있습니다. 유산소운동을 여러번 시도 해 보았으나 통증이 점차 심해지고 병원에서도 하지말라는 권고를 받아 유산소 운동은 포기를 했습니다.. 무산소운동도 어느정도 제한이 있을 것 같지만 팔굽혀펴기, 플랭크, 윗몸일으키기, 턱걸이 등은 문제없이 할 수 있으니 이런 맨몸은동 혹은 다리에 무리가 가지 않는 운동만, 즉 유산소운동을 배제하고 다이어트가 가능 할까요 ? 발을 다친 이후로 10kg는 넘게 살이 붙어버려서 스트레스도 좀 받습니다 .  도와주시면 감사하겠습니다 ...",수영은 어떠세요??
포경수술질문이요제가 26살 직장인데요 부끄럽지만 포경수술을 아직 안해서 질문드립니다1.포경수술비용이 얼마정도인가요 평균2.완치기간은 어느정도인가요?제가 휴가릉 최대3일밖에못써서요3.요즘 레이저로 한다는데 맞나요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","답변해드립니다.1.평균적으로 25~30 합니다. 병원마다 그리고 수술방식마다 달라요.2.병원마다 다른데, 레이저로 할 수 도있고 레이저로 안 할 수도 있어요. 이건 병원에 상담해보시면 됩니다.평소에 잘 까지고 귀두가 민감하지 않다면 당일부터 일상생활 아프지 않게 하실 수 있습니다.안 까지고 귀두가 민감하다면 일주일은 걷는 거 불편하실 거에요.완치는 3~4주는걸립니다."
엄지 손톱옆이 아파요,어제 저녁부터 엄지손톱옆이 아팠는데요 어제저녁에는 많이 안아팠는데 오늘저녁이 되니까 아파요 가만히 내두면 괜찮은데 스치거나 꽉 누르면 아파요 피아노를 너무 많이 쳐서 그럴수도있나요? 그리구 병원 어디가면 좋을까요?,"어제 저녁부터 엄지손톱옆이 아팠는데요 어제저녁에는 많이 안아팠는데 오늘저녁이 되니까 아파요 가만히 내두면 괜찮은데 스치거나 꽉 누르면 아파요 피아노를 너무 많이 쳐서 그럴수도있나요? 그리구 병원 어디가면 좋을까요?겉으로 염증이 보이는거 없다면 사구체종양 설명을 참고해 보세요.살짝 스치거나 부딪히기만 해도 엄청난 통증이 있지만 겉으로는 아무 문제가 없어 보이기 때문에 사람들에게 엄살이나 꾀병으로 치부 당하기 쉽습니다.특히 차가운 물이 닿으면 통증은 더 심해져 여름에 물놀이를 가는 것이 힘든데사구체는 체온조절을 담당하는 특화된 조직으로 피부 층에 위치합니다.이 사구체에 종양이 생기는 것이 사구체종양인데 아직 정확한 발생원인은 밝혀지지 않았습니다.사구체종양은 사구체가 존재하는 어느 부위에도 발생할 수 있습니다.사구체가 많이 분포한 손가락 끝부분, 특히 손톱과 발톱 밑에 잘 생깁니다.손톱 밑이나 그 주변을 누르면 극심한 통증이 가장 특징적인 증상입니다.손톱 밑에 생기는 경우는 손톱 밑에 푸른 점으로 보이기도 하고 손톱 변형이 생기기도 하며, 크기가 커지면 건드리지 않아도 통증이 발생합니다.수부 전문 신경외과나 정형외과 진료를 받아 보세요. 관련 전문의 의견을 모아서 링크를 해 드렸었는데 네이버가 그런건지 누가 신고를 해서 그런건지 흥보성 글이라고 답을 삭제해서 추가로 링크를 못해드립니다. 사구체종양 이란을 아래 카페나 인터넷에서 찾아서 읽어 보세요."
저혈당 쇼크시 당섭취 없이 회복이 가능한가요?,"안녕하세요 작년에 신경내분비 췌장종양 수술을 받은 환자입니다. 췌장기능 이상으로 인해 체내에서 과도하게 인슐린을 계속 만들어내서 급작스러운 저혈당 증상이 나타나는 병인데요. 궁금한게 있어서 질문 드립니다. 저는 그 당시 이 병을 알지 못한 상태에서 저혈당 쇼크를 여러번 경험하고 또 위험한 순간들도 많았어요. 지금 생각하면 정말 아찔하네요ㅜ 쇼크일때 몸이 붕뜨는 느낌이 들고 마치 다른 세계에 있는것 같은 느낌이 들고.. 내가 무슨 헛소리를 하는지 인지하지 못하고 기억도 잘 안나고..이런 증상들이 있었는데요. 췌장 병이 갑자기 악화될때쯤엔 정말 발작도 여러번 했었습니다. 팔다리 사지를 막 제마음대로 움직이며 발버둥치고 울면서 고함지르고ㅜㅜ 마지막 날 응급차타고 병원가서 혈당 재보니 그때 30 정도 나오더라구요ㅜㅜ 그런데 이게 저혈당 쇼크잖아요? 그럼 일반적으로 당을 섭취해줘야 진정되는거 아닌가요? 저는 이 당시에 제가 저혈당인지 모르는 상태였기때문에 당섭취는 전혀 하지 않았었는데 30분정도 발작이나 이런 증상이 나타난 후엔 항상 다시 원래 상태로 돌아왔거든요. 꿈에서 깨어난 사람처럼요. 지금 생각하니 그럴수도 있나 싶어서요;; 신랑이 어디서 들은 말로는, 젊은 사람들은 이렇게 발작하면서 스스로 에너지(?)를 만들어내서 회복될수가 있다는데 검색해보니 없어요^^;; 지금은 수술도 다 받고 안정기인데 계속 그때 생각이 나서 겁이 나네요ㅜ 아시는분 계신가요?","안녕하세요 작년에 신경내분비 췌장종양 수술을 받은 환자입니다. 췌장기능 이상으로 인해 체내에서 과도하게 인슐린을 계속 만들어내서 급작스러운 저혈당 증상이 나타나는 병인데요. 궁금한게 있어서 질문 드립니다. 저는 그 당시 이 병을 알지 못한 상태에서 저혈당 쇼크를 여러번 경험하고 또 위험한 순간들도 많았어요. 지금 생각하면 정말 아찔하네요ㅜ 쇼크일때 몸이 붕뜨는 느낌이 들고 마치 다른 세계에 있는것 같은 느낌이 들고.. 내가 무슨 헛소리를 하는지 인지하지 못하고 기억도 잘 안나고..이런 증상들이 있었는데요. 췌장 병이 갑자기 악화될때쯤엔 정말 발작도 여러번 했었습니다. 팔다리 사지를 막 제마음대로 움직이며 발버둥치고 울면서 고함지르고ㅜㅜ 뇌전증은 원인을 알지 못하는게 60~70% 정도 됩니다.뇌전증이 있다면 MRI나 CT로 확인이 가능 합니다.뇌전증은 증상이 매일 일어 나는건 아닙니다.경련은 보통 작은 근육에만 나타나는 현상을 자주 애기하고 발작은 간질과 같은 경련을 포함해서 신경세포가 영향을 받거나실신을 하는 증상이 생길 때를 말하는데 뇌전증은 발작을 일으킵니다.뇌의 신경세포가 발작적, 병적으로 심한 경련을 일으키는 인사불성이 되는 병인데간질발작이 주된 증상입니다.흔히 어떤 사람이 특별한 이유 없이 2∼ 3회 이상의 예기치 못한 간질발작을 보일 때 그 사람을 간질환자라고 말합니다.간질은 만성병이지만 간질 발작이 없는 보통 때는 정상인과 똑같습니다.간질발작을 보이는 짧은 시간만 병이 있는 상태이지 발작이 없는 대부분의 시간은 정상적입니다.간질 발작은 어떤 상황에서는 어느 누구에게나 일어 날 수 있습니다.예컨데 수일 간 잠을 전혀 잘 수 없는 경우나 열이 매우 높은 경우,또는 며칠간 굶은 경우 등에는 누구나 간질발작을 경험할 수 있습니다.또한 뇌막염이나 뇌염, 전해질 장애, 술이나 습관성 진정제의 급작스런 중단 등에서도 간질발작이 생길 수 있습니다.일반적으로 간질병은 두 가지로 나눌 수 있는데, 첫째는 진성 간질병이고, 둘째는 증후성 간질병입니다.진성간질병은 말 그대로 진짜 간질병이라는 뜻이며, 그 원인은 두뇌 기능의 이상 때문이라고 추정되고증후성 간질병은 뇌종양 등의 질환이나 혹은 뇌의 선천적 장애에 있다고 봅니다.이런 경우는 치료가 매우 어렵습니다.뇌전증 증상은 크게 나누어 대발작, 소발작, 정신 운동 발작의 세 유형으로 구분됩니다.신경계 진료를 받아 보시는게 좋을 듯 합니다. 관련 전문의 의견을 모아서 링크를 해 드렸었는데 네이버가 그런건지 누가 신고를 해서 그런건지 흥보성 글이라고 답을 삭제해서 추가로 링크를 못해드립니다. 뇌전증     뇌전증 설명        뇌전증 관련    뇌동정맥기형 관련  알즈하이머질환 '뇌전증' 동반되면 심해져      당뇨•치매•뇌전증‥개가 사람보다 낫네      열나고 경련하는 아이,10분 내에 그치면 뇌전증 아니다을 아래 카페나 인터넷에서 찾아서 읽어 보세요.일부 내용 발췌해서 드립니다. --- quote ---  일반적으로 발작이 시작되면 아무것도 그것을 정지시키지 못합니다.소발작이 있는 경우는 특별한 간호를 필요로 하지 않습니다.하지만 대발작인 경우에는 다음과 같이 하면 도움이 됩니다.① 발작이 일어나는 순간의 환자를 보거든 바닥에 눕히고, 기구나 기타 딱딱한 물건 또는 위험한 기계 등에서 멀리 떨어지게 하십시오.② 반드시 조용하며 냉정을 잃지 마십시오. 오히려 어린이 경우는 발작이 끝나더라도 그의 주위에 있는 어른들의 긴장과 우려를 느끼고 놀라기 쉽습니다.③ 환자에게 물을 끼얹거나, 입에 약이나 드링크제를 따라 넣거나 하지 마십시오.④ 발작 중 환자를 움직이지 못하게 손발을 꽉 잡거나 주물러 주는 것은 오히려 해롭습니다. 다만 혀를 깨물거나 질식이 안되도록 고개를 돌려줄 수는 있습니다. 또 넥타이 같은 것을 매고 있으면 느슨하게 풀어 주는 것이 좋겠습니다.⑤ 잠잘 때 주로 발작이 있는 환자는 푹신한 베개를 베게 하고 자도록 하십시오  간질의 치료원칙 ① 가장 적절한 1차약 중 단일약을 선택하여 충분한 양을 투여할 것② 1차적으로 효과가 없을 때는 1차약중 한가지를 추가할 것③ 가능하면 약의 혈중농도를 측정하여 치료혈중 농도를 유지할 것④ 약 2∼3년간 계속하여 투여하며 중단하지 말 것⑤ 약을 교체 또는 중단할 때는 사용했던 약을 서서히 중단할 것⑥ 가능하면 간질의 원인을 제거해 줄 것⑦ 정기적으로 진찰(보통 2∼4주 간격)하고 뇌파검사(6개월∼1년 간격)를 하여 진경효과, 약의부작용, 간질형의 변화 등을 관찰할 것⑧ 적절한 약물요법에 효과가 없는 부분간질의 경우 수술요법을 고려할 것 마지막 날 응급차타고 병원가서 혈당 재보니 그때 30 정도 나오더라구요ㅜㅜ 그런데 이게 저혈당 쇼크잖아요? 그럼 일반적으로 당을 섭취해줘야 진정되는거 아닌가요? 저는 이 당시에 제가 저혈당인지 모르는 상태였기때문에 당섭취는 전혀 하지 않았었는데 30분정도 발작이나 이런 증상이 나타난 후엔 항상 다시 원래 상태로 돌아왔거든요. 꿈에서 깨어난 사람처럼요. 지금 생각하니 그럴수도 있나 싶어서요;; 신랑이 어디서 들은 말로는, 젊은 사람들은 이렇게 발작하면서 스스로 에너지(?)를 만들어내서 회복될수가 있다는데 검색해보니 없어요^^;; 지금은 수술도 다 받고 안정기인데 계속 그때 생각이 나서 겁이 나네요ㅜ 아시는분 계신가요?저혈당증이란 혈당이 정상인보다 낮은 상태를 말하는 것으로 일반적으로 혈당이50mg/dl 이하일 때를 말합니다하지만 사람에 따라서 저혈당으로 인한 증상이 나타나는 혈당수치가 달라서 모든 사람의 저혈당 기준을50mg/dl 이하라고 할 수는 없습니다.저혈당증이 생기는 흔한 원인은 경구용 혈당강하제나 인슐린을 사용하는 사람이 평소보다 음식섭취량이 적거나 활동량이나 운동량이 과한 경우입니다.이외에도 음주나 일부 혈당을 떨어뜨리는 약물의 사용,중증의 신체적 질환, 부신피질호르몬이나 글루카곤 등의 호르몬 결핍,인슐린 생성 췌장종양, 인슐린에 대한 자가면역질환이 있는 경우,위절제술환자, 유전성 탄수화물 대사효소이상 질환 등에 의해서도 저혈당이 발생할 수 있습니다.저혈당 상태가 반복되면 혈당이 떨어진다는 사실 자체를 못 느끼는 가면저혈당’(저혈당무감지증)이 나타날 수 있는데 저혈당증의 증상은 기운없고 몸의 떨림이 있으며, 창백, 식은땀, 현기증,흥분, 불안감, 가슴 두근거림, 공복감, 두통, 피로감 등이 있습니다.저혈당증이 오래 지속되면 경련이나 발작이 있을 수 있고 쇼크상태가 초래되어 의식을 잃을 수도 있습니다.따라서 기운이 없고 식은땀이 나는 등의 증상을 보이면 저혈당이 더 진행되기 전에 혈당을 올릴 수 있은 음식(주스, 사탕, 설탕 등)을 섭취해야 합니다. 관련 전문의 의견을 모아서 링크를 해 드렸었는데 네이버가 그런건지 누가 신고를 해서 그런건지 흥보성 글이라고 답을 삭제해서 추가로 링크를 못해드립니다. 저혈당증 설명       저혈당 관련     혈당이 떨어진다는 사실 자체를 못 느끼는‥'가면저혈당'이란?   당뇨병      당뇨병 설명      당뇨병 관련 1     당뇨병 관련 2    1형•2형과 다른 3형 당뇨병    당뇨병 치료 관련     당화혈색소?          당뇨병 합병증 관련          당뇨병성 망막병증 관련          당뇨병성 말초신경병증 관련    인슐린 저항성 관련             당뇨성 케톤산증 설명    당뇨병에 좋은 음식 관련         소아당뇨 관련           혈당측정기 관련   대사증후군 설명      대사 증후군 관련      성인비만가족력 관련   유전 설명     유전 관련을 아래 카페나 인터넷에서 찾아서 읽어 보세요."
복싱하는데 턱,"제가 복싱을 하는데 몇개월 전부터 턱이 아프네요턱 지대로 맞은적이 있긴 한데요..그날 이후로 턱이 아프네요.턱을 또 맞으면 꽤 아파요.맨처음 턱맞고 음식도 제대로 못싶었고요.(지금은 괜찮지만요) 어느날은 아프지안고 어느날에는 아프고 이러네요2,3개월? 더 됐을 지도..이상없는거죠? 이상한건 가요?",그건 복싱키워드로 물어보면 대답을 못해줄 겁니다 그건 의사한테 질문하는게 좋을것 같습니다. 소견으로는 병원가보셨으면 하네요
포경 붕대 질문,포경하고 일주일째 붕대하고있는데 병원에서는 10일 이상 감고 있어야한다는데 지금 풀어도 될까요?딱지 앉고 피와 진물은 계속 나오고 있어요,"포경하고 일주일째 붕대하고있는데 병원에서는 10일 이상 감고 있어야한다는데 지금 풀어도 될까요?딱지 앉고 피와 진물은 계속 나오고 있어요 붕대는 지금 풀어내셔도 괜찮습니다. 붕대 풀어내시면 통풍도 잘되고 소독 관리가 편리하고 붕대풀어내실때마다 상처도 없어 도리어 완치기간이 단축됩니다. 단, 붕대 풀어내신후부터는 완치되실때까지 통풍이 잘되게 관리 하시고 아침저녁으로 빨간약 포비돈으로만 봉합부위전체와 특히 귀두 아랫쪽 진물이 몰리고 붓기도 심하고 습한 포피소대 부위까지 소독 해주시고 성급하게 샤워나 물 묻치지 마시고 건조하게 관리를 잘하셔야 진물도 좀더 빨리 말라 굳어져 완치기간이 단축됩니다. 귀두 아랫쪽 포피소대 부위는 습한 부위라 완치기간이 가장 늦어지는 부위라 종종 성기를 위로 끌어올리시고 드라이로 멀리서 뜨겁지 않게 건조하게 말려주시면 진물도 좀더 빨리 말라 굳어져 완치기간이 단축됩니다. 건조하게 관리 잘 하셔서 빠른완치하세요."
포경 붕대 질문,포경하고 일주일째 붕대하고있는데 병원에서는 10일 이상 감고 있어야한다는데 지금 풀어도 될까요?딱지 앉고 피와 진물은 계속 나오고 있어요,안돼요 의사가 괜히있는게아닙니다 병원에서 허락받으시고 푸세요
포경 붕대 질문,포경하고 일주일째 붕대하고있는데 병원에서는 10일 이상 감고 있어야한다는데 지금 풀어도 될까요?딱지 앉고 피와 진물은 계속 나오고 있어요,평생 쓸물건 소중하게 다뤄야겠죠고래를 잡으셨군요큰고래인지 작은고래인지에따라쾌유 시간이 조금 다르고요그리고 아직은 단련단계는 아니고최소한 자극을 받지 않게 조심할단게입니다1~2주일 정도 지나면 어느정도 완쾌 되실꺼니조심조심 고래조심 빠른 쾌유 바랍니다 주치의가 붕대를 풀어도 된다할대는한동안 무리한 자위는 금하시고(4주이상 금욕)평생 쓸물건 소중히 다뤄야죠따뜻한물에 하루에 2번씩 5~10분정도좌욕또는 반신욕을 해주세요가벼운 성질환 항문질환이 깨끗하게 나아요자주 좌욕또는 반신욕을 하면되요넘 신경쓰지말고 청결하게 해주세요그럼 자연적으로 나으니까요경험자로서 드린 말씀...더 궁금하시면 메일에 글 남겨주세요성실한 답변드릴테니..  aoal466@naver.com 메일주소입니다.
포경......,1.포경할때 병원에서 수술하기도 전에 발기하면 어케되나여?2.포경시 고통은 어느정도 ?3.포경이 끝나고 집에가서 바지 벗고잇어야되나요? 3본까지 다 답변해줄시 내공100겁니다,마취해서 발기는 안될거고 그냥 누워서 폰하고있으면되요 근데 자르는 느낌이 살짝남 고통은 잘때 아무이유없이 발기되서 엄청 아파요ㅠ
