제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2019.02.12.|2019.02.16.&section=kin&page=1
우울증인가요?,"이거 우울증인가요....?고등학생입니다. 작년 초 늘 하는 학생 심리검사에서 위험군으로 되서 보건소가서 설문조사?같은거 하나 하고 선생님과 잠깐 면담 후 우울증이 의심된다는 소리듣고 몇달간 병원을 다녔습니다.허나 의사선생님의 태도에 상처도 받고 약을 먹어도 낫는 느낌도 안들고 우울증도 딱히 아니지 않나싶고 부모님도 돈아까워하셔서 여름부터 그냥 안가고있습니다.이증상들이 정말로 우울증인가요 아니면 제가 별난건가요 아님 또다른 정신병이려나요 요새는 밤마다 가슴이콱막히는 답답함에 시달립니다.그러다가 호흡이 미친듯이 가빠지더니 머리가 띵합니다그리고 갑자기 흐느끼는데 눈물은 안나옵니다.그러고 또 이번엔 숨이 막힙니다.그러다가 겨우 숨을 쉬게되면 이번엔 눈물이 미친듯이 나옵니다ㅈㅏ살하고싶은생각이 수도없이 들고시간이 가고있는것에 심하게 불안해하며가끔은 가만히있는데 갑자기 골이 땡깁니다 잠은 푹 잔거같은데 하루종일 잠이 쏟아집니다너무 피곤해서 일상생활이 제대로 되지않습니다.배가 고프지않아도 마구마구 먹습니다.딱히 배가 안고픈데도 라면을 끓여먹는다던지, 물을 10번은 계속 마신다던지, 배달음식을 갑자기 시켜먹는다던지,그래서 1년간 10kg나 쪘습니다.이부자리에서 아무것도 할 수 없을정도로 힘들다가도 언제는 엄청 밝게 일합니다.잘하려고 하다가도 못할거같아 두려워서 포기하다가도어느날은 꼼꼼히 계획짜고 실행합니다.낮까지만해도 기분이 좋았었는데 밤이되면 한마디로 죽 을거같습니다.","글을 읽다가 중간에 눈시울이 붉어지네요괜찮으세요?저는 우울증,공황장애 2년간 겪고 정신과 치료, 심리 치료, 약물 치료를 한 경험이 있어요저의 공황장애 증상은 호흡곤란,가슴통증,편두통,열을 심하게 느꼈는데조심스럽게 말씀드리지만님 증상이 공황장애 증상도 있는 거 같아요호흡곤란이 정말 힘들죠?저는 제 주변에만 산소가 없는 거 같고5분 동안 살아 숨 쉬는게 미칠 거 같아서차라리 쓰러지고 싶었던 경험이 있습니다아마도 눈시울이 붉어진 이유가 님도 이 감정을 느끼고 있을 거 같아그런거 같아요님 제가 우울증도 치료하고 공황장애도 치료했는데도와줄게요궁금한 점이 있는데 괜찮으시면 댓글에 답글 남겨 주실래요?1. 학교 마치고 집에 돌아오면 쉴 수 있는 시간이 있으세요?2. 약물 치료 경험이 있으세요?마지막으로 하고 싶은 얘기는너무 어린 나이에 삶의 고통을 겪고 있는 거 같아마음이 아픕니다그리고 깊은 구멍에 빠진 거 같아서 어떻게 조언을 해줄지 고민을 많이 했어요님 분명히 님도 이 시기를 다 극복할 수 있고다시 새 삶을 살 수 있어요한 가지 알아두면 좋은 점은시간이 조금 걸리 수 있어요치료를 하면서 희망을 쌓는데 다른 우울한 증상들이 님 삶을 압도해서조금씩 쌓았던 희망의 탑을 무너뜨리는 일도 있을 수 있어요그래도 님은 다시 희망을 쌓아야 해요지금까지 살아온 님의 용기를 위해서라도다시 한 번 치료를 해보면 어떨까요?밑에 자료는 제가 우울증 치료할 때 도움 됐던자료인데 참고해보면 어떨까요?우울증 걸린 사람들에게 위로를 해주는 영상https://youtu.be/21NXaR8MGkg 

우울증을 극복한 크리에이터https://youtu.be/zEXlChvFkPs가수 이하이님의 공연https://youtu.be/lnsDOZmVz5g따뜻한 위로https://youtu.be/QDYFwWvQqfwhttps://youtu.be/JXok2LQB6po인생의 소중함을 알려주는 영상https://youtu.be/dGZ-kb42fc4내가 부족한 거 같고, 괜찮은 척 할때https://www.youtube.com/watch?v=I0o4YNfShiI인생의 정답은 외부가 아닌 내부에 있는 영상https://youtu.be/d4nKuhap4_0따뜻한 독설https://youtu.be/jIKIeTZ_Ewc다른 사람의 시선때문에 마음이 흔들리 때https://youtu.be/5bNSquD0cks자기 적성을 모르고 방황할 때https://youtu.be/OL2iHMBRd7g삶의 고통을 대하는 올바른 태도https://youtu.be/9P-VlgO1s8g진실된 삶의 소중함https://youtu.be/PlQUvGniRI0위에 링크는 세바시 강연이랑 우울증에 도움이되는 영상인데요! 정말 마음이 지칠때 들으면 방향을 잡아줘서 너무 좋았어요책 읽는거 좋아하시면마음의 위로가 필요할 때 ' 도망치고 싶을 때 읽는 책' 이랑긍정적인 마인드 만들고 싶고, 내가 바라던 삶을 살고 싶을 때  저자 Rhonda Byrne이 쓴 ' 시크릿 ' 읽어보면 어떨까요?내 안에 또 다른 자아가 있는 거 같고, 또 다른 나를 생각하는 생각을 지우고 싶을 때 '삶으로 다시 떠오르기'영화 좋아하시면 우울증 걸린 사람들의 슬픈 모습을 영화로 보고 싶을 때  '수성못' '와일드' 행복이 궁금할 때 '꾸뻬씨의 행복 여행' '어바웃타임'원하는 일이 미래가 두려워서 겁이 날 때 '세얼간이' '죽은 시인의 사회'직장 생활이 힘들 때 '잠깐만 회사 좀 관두고 올게'도전할 용기가 부족할 때 무언가를 할 수 있다는 가능성의 소중함을 느끼고싶을 때 ' 뚜르 내 생애 최고의 49일'친구관계가 힘들 때 모두가 나를 욕 하고 혼자라고 느껴질 때  '목소리의 형태' 추천해요!노래 듣는거  좋아하시면   'billy joel - vienna' '악동뮤지션 - 집에 돌아오는길' '인공잔디' '브라보 마이 라이프' '노라조 - 형' '퇴근시간' '같이 걸을까' ' 내가 날 모르는것처럼' '독' '요즘너말야' '그대들은 어떤 기분이신가요' '이하이 한숨' '나의 사춘기에게' '거꾸로 걷는다'유튜브 크리에이터 '조성희의 mind power by sunghee cho'조성희님의 마음근육 프로젝트 동영상은 위로를 받고 희망을 얻을 수 있어서 좋았어요! 마음 근육을 만들어보면 어떨까요?유튜브 크리에이터 '비버처럼앞니쏙'님은 조던피터슨 교수님의 강연을 한국말로 번역해줍니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=321355596&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=1&search_sort=3&spq=0
우울증인가요?,"이거 우울증인가요....?고등학생입니다. 작년 초 늘 하는 학생 심리검사에서 위험군으로 되서 보건소가서 설문조사?같은거 하나 하고 선생님과 잠깐 면담 후 우울증이 의심된다는 소리듣고 몇달간 병원을 다녔습니다.허나 의사선생님의 태도에 상처도 받고 약을 먹어도 낫는 느낌도 안들고 우울증도 딱히 아니지 않나싶고 부모님도 돈아까워하셔서 여름부터 그냥 안가고있습니다.이증상들이 정말로 우울증인가요 아니면 제가 별난건가요 아님 또다른 정신병이려나요 요새는 밤마다 가슴이콱막히는 답답함에 시달립니다.그러다가 호흡이 미친듯이 가빠지더니 머리가 띵합니다그리고 갑자기 흐느끼는데 눈물은 안나옵니다.그러고 또 이번엔 숨이 막힙니다.그러다가 겨우 숨을 쉬게되면 이번엔 눈물이 미친듯이 나옵니다ㅈㅏ살하고싶은생각이 수도없이 들고시간이 가고있는것에 심하게 불안해하며가끔은 가만히있는데 갑자기 골이 땡깁니다 잠은 푹 잔거같은데 하루종일 잠이 쏟아집니다너무 피곤해서 일상생활이 제대로 되지않습니다.배가 고프지않아도 마구마구 먹습니다.딱히 배가 안고픈데도 라면을 끓여먹는다던지, 물을 10번은 계속 마신다던지, 배달음식을 갑자기 시켜먹는다던지,그래서 1년간 10kg나 쪘습니다.이부자리에서 아무것도 할 수 없을정도로 힘들다가도 언제는 엄청 밝게 일합니다.잘하려고 하다가도 못할거같아 두려워서 포기하다가도어느날은 꼼꼼히 계획짜고 실행합니다.낮까지만해도 기분이 좋았었는데 밤이되면 한마디로 죽 을거같습니다.",우울증이 맞다는 생각이 드네요..저도 우울증을 겪었기때문에 이런말씀 드리는것도 충격받으실까 걱정도 되지만 저는 개인적으로 우울증은 한번생기면 낫는다기보단 나아졌다가 언제 갑자기 다시 생길지도 모르겠다는 생각이 들거든요 다시한번 상담받아보시고 약도 드시고 긍정적인 생각많이 하시면서 많이 웃으시면서 어서 나으시면 좋겠네요:) 응원할게요!
우울증인가요?,"이거 우울증인가요....?고등학생입니다. 작년 초 늘 하는 학생 심리검사에서 위험군으로 되서 보건소가서 설문조사?같은거 하나 하고 선생님과 잠깐 면담 후 우울증이 의심된다는 소리듣고 몇달간 병원을 다녔습니다.허나 의사선생님의 태도에 상처도 받고 약을 먹어도 낫는 느낌도 안들고 우울증도 딱히 아니지 않나싶고 부모님도 돈아까워하셔서 여름부터 그냥 안가고있습니다.이증상들이 정말로 우울증인가요 아니면 제가 별난건가요 아님 또다른 정신병이려나요 요새는 밤마다 가슴이콱막히는 답답함에 시달립니다.그러다가 호흡이 미친듯이 가빠지더니 머리가 띵합니다그리고 갑자기 흐느끼는데 눈물은 안나옵니다.그러고 또 이번엔 숨이 막힙니다.그러다가 겨우 숨을 쉬게되면 이번엔 눈물이 미친듯이 나옵니다ㅈㅏ살하고싶은생각이 수도없이 들고시간이 가고있는것에 심하게 불안해하며가끔은 가만히있는데 갑자기 골이 땡깁니다 잠은 푹 잔거같은데 하루종일 잠이 쏟아집니다너무 피곤해서 일상생활이 제대로 되지않습니다.배가 고프지않아도 마구마구 먹습니다.딱히 배가 안고픈데도 라면을 끓여먹는다던지, 물을 10번은 계속 마신다던지, 배달음식을 갑자기 시켜먹는다던지,그래서 1년간 10kg나 쪘습니다.이부자리에서 아무것도 할 수 없을정도로 힘들다가도 언제는 엄청 밝게 일합니다.잘하려고 하다가도 못할거같아 두려워서 포기하다가도어느날은 꼼꼼히 계획짜고 실행합니다.낮까지만해도 기분이 좋았었는데 밤이되면 한마디로 죽 을거같습니다.",우울한생각이(자살충동같은거) 오랜시간 지속되면 우울증이죠ㅎ 근데 밤마다 가슴이 막히는 증상이랑 호흡이 가빠지는 증상때문에 자살충동이 드는건가요? 이런 호흡이 가빠지거나 가슴이 답답한 증상은 병일수도 있는데.... 부모님한테 얘기하는게 좋을것같아요
낙태 가능 나이제가 남자친구와 관계를 거의 매일 가졌어요 콘돔을 늘 착용하지 않더군요 ... 질외사정을하면 절대 임신안된다고 .. 그래서 늘 피임을 안하고 전 불안한 마음을 갖고 관계를 갖었습니다 .. 마지막 생리가 1월 26일이었지만 남자친구가 사정을하고 좀 뺀다음 바로 다시 삽입을해서 너무 불안했습니다.. 제가 지금 몸이 좀 이상해요 몇일전부터 열이 확났다 안났다하고 속이 자꾸 메스껍고 음식만 먹으면 헛구역질이 나와요 .. 이렇게 된지 3일째인데 임신이 될까 너무 두려워서 앞이 너무 캄캄해요 .. 임신이 됬으면 무조건 낙태를해야하는데 제가 이제 20살입니다 생일은 10월달이라 아직은 미성년자예요 부모님께는 죽어도 못알려요 부모님이 매우 강하신분이시라 말했다간 호적이 파일거예요 남자친구는 25살이에요 .. 정말 임신이라면 눈물만나고 정말 .. 너무 무섭고 낙태가 부모님 동의나 상관없이 저혼자 어떻게 안될까요 ..? 지금 너무 극단적인 생각밖에 머리에 안떠오르고 안좋은생각만 들어요 어쩌죠 ..,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",질외사정을 해도 임신 충분히 할수있고요 절대 제대로된 피임법이 아닙니다..낙태가 저희나라에서는 불법인 상황이라 어떻게 될지도 모르겠지만 불법인만큼 돈도 많이 든다고 들었어요..게다가 낙태를하게되면 몸도 많이 상하실거에요 그래서 정말 힘드시겠지만 부모님께 말씀드려보는게 좀 더 나을거 같다는 생각이 드네요..힘내세요 꼭 괜찮게 끝나시라고 빌게요ㅠㅠ 힘내세요ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7011401&docId=321355326&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=2&search_sort=3&spq=0
낙태 가능 나이제가 남자친구와 관계를 거의 매일 가졌어요 콘돔을 늘 착용하지 않더군요 ... 질외사정을하면 절대 임신안된다고 .. 그래서 늘 피임을 안하고 전 불안한 마음을 갖고 관계를 갖었습니다 .. 마지막 생리가 1월 26일이었지만 남자친구가 사정을하고 좀 뺀다음 바로 다시 삽입을해서 너무 불안했습니다.. 제가 지금 몸이 좀 이상해요 몇일전부터 열이 확났다 안났다하고 속이 자꾸 메스껍고 음식만 먹으면 헛구역질이 나와요 .. 이렇게 된지 3일째인데 임신이 될까 너무 두려워서 앞이 너무 캄캄해요 .. 임신이 됬으면 무조건 낙태를해야하는데 제가 이제 20살입니다 생일은 10월달이라 아직은 미성년자예요 부모님께는 죽어도 못알려요 부모님이 매우 강하신분이시라 말했다간 호적이 파일거예요 남자친구는 25살이에요 .. 정말 임신이라면 눈물만나고 정말 .. 너무 무섭고 낙태가 부모님 동의나 상관없이 저혼자 어떻게 안될까요 ..? 지금 너무 극단적인 생각밖에 머리에 안떠오르고 안좋은생각만 들어요 어쩌죠 ..,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",낙태 가능 나이는 미성년자부터 가능합니다.나이 어찌됐든 안해주는 병원도 많고요.다만 뱃속의 아이가 3개월 이상일경우 낙태 안됩니다.어느병원에 가셔도 절대 못지워요.일단 낙태가 저희나라에서는 불법이라 네이버나 구글에 낙태 가능한곳 찾아보시고 남자친구랑 연 끊으세요. 25살이 미성년자랑? 이건 아니죠 ㅋㅋ 더군다나 피임도 안한다니. 헤어지기 싫으시면 앞으로 피임 꼭 하세요.
기미치료법 알려줘요ㅠ!!,기미치료법 아시는 분 있나요? 얼굴에 어느순간 하나가 생기더니그게 계속 커지기도 하고 늘어나기도 하더라고요. 그래서 지금 이걸 어떻게 없애나.. 고민도 많은데.. 이거 없애는 법아시는 분 있나여? 레이저도 효과가 좋은가..?기미치료법 아시는 분 있으심 말씀해주세요.,"기미치료법 레이저도 있고 많지만 저한테 제일 효과적이었던건 바로 영양제 였던 것 같아요. 일단 오리라이토를 먹으면서 기미를 없었는데, 오리라이토는 피부 미백에도 좋고 기미 같은 색소침착에도 효과가 좀 있는 것 같더라고요. 미백에 좋아서 그런가? 암튼 저는 좀 효과가 있었어요. 아니면 자외선 차단제로 지금보다 더 커지는 일이 없도록 관리하는 것도 좋은 것 같아요.저는 에레텍이라는 자외선 차단제를 먹고 있는데 바르는 차단제가 아니다 보니까 간편해서 좋더라고요. 에레텍은 기미치료법 보다는 예방법으로 쓰시면 좋을 듯 해요. 자외선 차단을 안하시면 얼굴이 기미나 잡티 같은게 생기는거 아시죠? 그리고 피부에 영양분이 많아야 기미 같은 것도 예방할 수 있는데저는 사쿠니키 라는 일본에서 유명한 피부관련 영양제를 추천드려요.사쿠니키는 피부를 건강하게 해줄 뿐문아니라 비타민이 풍부해서건강을 유지시켜주기도 한답니다. 그리고 츠루츠루겐도 있는데이건 콜라겐이 듬뿍 들어 있어서 피부 탄력을 올려주기도 하고피부를 촉촉하게 유지시켜 주기도 한답니다. 겨울철에 드시면 더 좋을 듯하네요. 기미치료법 추천드렸어요~",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80301&docId=321353338&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=3&search_sort=3&spq=0
기미치료법 알려줘요ㅠ!!,기미치료법 아시는 분 있나요? 얼굴에 어느순간 하나가 생기더니그게 계속 커지기도 하고 늘어나기도 하더라고요. 그래서 지금 이걸 어떻게 없애나.. 고민도 많은데.. 이거 없애는 법아시는 분 있나여? 레이저도 효과가 좋은가..?기미치료법 아시는 분 있으심 말씀해주세요.,기미치료법 영양제도 잘알아보시면 좋습니다 그래도 심하면 병원 가시는게 좋을것 같구요 요즘에 영양제 같은거 같이 사용하시는 분들도 있더라구요 기미치료법 잘알아보고 결정하세요
백혈구 수치가 높을땐 대학병원 어느과로 가야하나요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제혁 입니다.백혈구 수치만 높은가요?그렇다면 염증이 있을 수 있으니 우선 내과에 방문해야 합니다...혈액종양내과에 방문하셔도 되겠습니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010104&docId=321353112&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=4&search_sort=3&spq=0
트리트먼트 사용해도될까요?,얼마전에 병원에서 수술을 했어요 머리쪽에근데 아직 상처가있구요.근데 겨울이라 그런지 머리가 많이 상했는데 트리트먼트 해도될까요?,"어떤수술하신지모르지만수술부위가 아물지 않은 상태면 되도록 나중에 하세요.지금은 안하시는게 좋을듯하네요 어느정도 경과되었는지 어떤 수술을 하셧는지 몰라서 그 기간에 대한 부분은 애매한데, 의사분이랑 이야기해보시구요",https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5030103&docId=321352191&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=5&search_sort=3&spq=0
대전과학기술대학교 의료경영과와 대전우송정보대 병원행정 이 둘중에 어느것이 더 괜찮은가요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",대전과학기술대학교 의료경영과와 대전우송정보대 병원행정 이 둘중에 어느것이 더 괜찮은가요? 대전과학기술대학교 의료경영과가 대전우송정보대 병원행정보다 더 취업전망과 발전가능성이 우위에 있겠습니다.,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=321351452&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=6&search_sort=3&spq=0
