제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2018.03.12.|2018.03.16.&section=kin&page=1
대학생이나 직장인 분들,1.속친구나 밥 먹을 수 잇는 겉친구다 포함해도 10명 넘지 못하죠?대부분의 사람들.몇명의 인맥왕 내지 언변가 제외.2.본인의 대학생 친구중 본인이 낼 죽어장례식장행이여도 자신 바쁜거조차 다 버리고병원 달려올 친구 몇명될거같아요??3.사실 편입전 대학이나 후대학이나 분위기는 비슷하더라구요.혼자 놀거나 겉친구.어느학교나 이 2018 대학 세상 문화 변하지않는 이유.아무리 떠들고 친한척해도 또 밖에서 만나진 않는 이유4.그렇다고 밖의 친구가 또 10명 넘는 사람도 2030 중 무지 레어탬일거자나요?어렵죠??5.어느 사람들은 혼란기라 그런지 몰라도 대체 왜 사람이 재산이다란 생각도 없으면서 왜 같이다니려하나요?그러면서 밖에선 대학 회사 친구 안만나는 이유6.10년뒤는 어찌 될까요?더 삭막하겟죠?7.여담인데 주중 저녁먹고 나서나 주말에 할일많을때 답변자가 최고로 잘 놀 수 잇는 모든 놀이거리를 상세히 적어주세요.8.일 공부 잠 이동시간 아니고선 모두 노는거잔아요?나이 적어주세요.,"1.속친구나 밥 먹을 수 잇는 겉친구다 포함해도 10명 넘지 못하죠?대부분의 사람들.몇명의 인맥왕 내지 언변가 제외.-> 속마음을 터 놓고 지낼 수 있는 친한 친구로 치면 보통 2~3명의 친구라 생각되어지네요.    그냥 어울리는 친구로 따지면 10명이 넘을수도 있죠. 어떤 환경이냐에 따라.. 하지만 오래 가지는 못하는 우정따윈..2.본인의 대학생 친구중 본인이 낼 죽어장례식장행이여도 자신 바쁜거조차 다 버리고병원 달려올 친구 몇명될거같아요??-> 진짜 어디서건 어떤 상황이건 찾아 올 만한 사람은 역시 위와 비슷하게 2~3명 정도가 대부분이라 생각되어집니다. 하지만 현 환경에 따라 겉 친구라고 해도 찾아올 수 있는 사람은 대부분 20명 정도는 있지 않을까 싶네요.3.사실 편입전 대학이나 후대학이나 분위기는 비슷하더라구요.혼자 놀거나 겉친구.어느학교나 이 2018 대학 세상 문화 변하지않는 이유.아무리 떠들고 친한척해도 또 밖에서 만나진 않는 이유-> 위의 속마음을 나눌 수 있는 친구들은 대부분 어릴때부터 같이 지내오던가 하던 죽마고우들이 대부분입니다. 그 이외의 친구들은 겉친구가 될 가능성이 높죠. 그 이유 중 하나는 추억의 공유인 것 같습니다. 아무래도 오랜기간 같은 추억을 공유하는 사이와 만난지 얼마 안된 사이는 차이가 날 수 밖에 없죠. 그리고 오랜시간 서로간에 맞춰 온 기간이 있는 사람과, 이제 막 맞춰 가기 시작 하는 사람과는 깊이의 차이가 발생 할 수 밖에 없죠. 그래서 대부분 절친이라 할 수 있는 친구들은 죽마고우들이 대부분인 것 같습니다.4.그렇다고 밖의 친구가 또 10명 넘는 사람도 2030 중 무지 레어탬일거자나요?어렵죠??-> 그냥 어울리는 사람이라면 인원은 크게 구애받지 않습니다. 환경에 따라 동아리나 모임 등, 친하진 않아도 가볍게 만나거나 어울려 놀 수 있는 사람들을 많이 만들 수는 있으니까요..5.어느 사람들은 혼란기라 그런지 몰라도 대체 왜 사람이 재산이다란 생각도 없으면서 왜 같이다니려하나요?그러면서 밖에선 대학 회사 친구 안만나는 이유-> 죽마고우 격인 친구들이 아니면... 자신을 제대로 이해 해 줄 수 있지 않기 때문입니다.회사나 대학은 사람이 좋아서 같이 어울린다기 보다 환경이 만들어 준 케이스이기 때문에그당시의 일을 나누거나 체면치례, 혹은 업무적 관계를 위해 만나는 경우도 많죠.6.10년뒤는 어찌 될까요?더 삭막하겟죠?-> 그거는 본인이 하기 나름이 아닐까 싶습니다.7.여담인데 주중 저녁먹고 나서나 주말에 할일많을때 답변자가 최고로 잘 놀 수 잇는 모든 놀이거리를 상세히 적어주세요.-> 취미생활을 즐기세요. 취미가 있어야 삶에 활력이 붙고 스트레스 해소도 됩니다. 억지로 찾으려 하기 보다 해보고 싶은 일들을 해 보세요!8.일 공부 잠 이동시간 아니고선 모두 노는거잔아요?-> 과연 그게 노는 것일까요? 상황에 따라 업무의 연장이 될 수도 노는게 될 수도 있는거죠.아직 학생이신 것 같은데 예를들어 과제가 있고, 마감이 내일까지입니다. 아직 반도 못했어요.놀 수 있을 것 같나요? 일, 공부, 잠, 이동을 제외하고라도 그 생각이 안나진 않겠죠...노는것의 연장일 수도, 일의 연장일 수도 있는 것은 그때의 환경에 따라 다를 것 같습니다.나이 적어주세요.->30대 중반입니다.",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=297315862&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=31&search_sort=3&spq=0
대학생이나 직장인 분들,1.속친구나 밥 먹을 수 잇는 겉친구다 포함해도 10명 넘지 못하죠?대부분의 사람들.몇명의 인맥왕 내지 언변가 제외.2.본인의 대학생 친구중 본인이 낼 죽어장례식장행이여도 자신 바쁜거조차 다 버리고병원 달려올 친구 몇명될거같아요??3.사실 편입전 대학이나 후대학이나 분위기는 비슷하더라구요.혼자 놀거나 겉친구.어느학교나 이 2018 대학 세상 문화 변하지않는 이유.아무리 떠들고 친한척해도 또 밖에서 만나진 않는 이유4.그렇다고 밖의 친구가 또 10명 넘는 사람도 2030 중 무지 레어탬일거자나요?어렵죠??5.어느 사람들은 혼란기라 그런지 몰라도 대체 왜 사람이 재산이다란 생각도 없으면서 왜 같이다니려하나요?그러면서 밖에선 대학 회사 친구 안만나는 이유6.10년뒤는 어찌 될까요?더 삭막하겟죠?7.여담인데 주중 저녁먹고 나서나 주말에 할일많을때 답변자가 최고로 잘 놀 수 잇는 모든 놀이거리를 상세히 적어주세요.8.일 공부 잠 이동시간 아니고선 모두 노는거잔아요?나이 적어주세요.,"안녕하세요 ㅎㅎ문의주신 질문에 그냥 지나가는 사람으로써 답변달아드리겠습니다질문자님처럼 비슷한 대학생활을 겪고 자라온 이제 30대 바라보는 직장인입니다.1. 속친구 ( 속마음을 맘껏 털어놓을 수 있는 친구 ) 현재 8명정도있네요1-1. 밥먹을 수 있는 겉친구 현재 게임이라는 좋은 취미를 공유하는 사람들이 있어서 그런지 이쪽은 17명 정도 됩니다.2. 1번의 답과 동일하다고 생각합니다 속친구 정도의 관계라면 제가 해외출장이 아니고서야 바로 달려갈것이고 친구들 또한 바로 달려올꺼에요 ㅎㅎ3. 대학친구는 오래못간다 같은걸 얘기하시는데 이건 사람마다 다릅니다 얼마 얼굴 안보고 수업만 같이 듣다가도 어느새 밖에서도 만나서 술한잔 곁들일 수 있고, 저는 지금당장 제 옆자리에 대학친구가 같이 일할정도로 서로 믿고 의지하고 있습니다 ㅎㅎ 다만 이런 관계로 가기 힘든 이유는대학이라는 곳에 오기위해 고등학교때 많은 경쟁을 이기고 수능이라는 관문을 통과한 사람들이그 해방감을 표출하고, 집가까이 혹은 멀리서 통학하거나 기숙사를 사용하는 학생들이 있기에학교생활동안 같이 있고, 하교하면 다 따로가버린다면 친해지기 어렵죠고등학교는 인문계 야자 생각하면 아침 7시 혹은 8시부터 밤 10시 11시 까지 같은 공간에 생활하지만대학은 원하는 수업 혹은 전공필수 외에는 동일한 수업을 같이 듣는경우가 드물고학교에 오는시간도 월요일 공강인 학생, 금요일 공강인 학생등 자신의 의지에 따라 다릅니다.이러한 이유때문에 대학친구는 오래 못간다.사회나가서 취직하고나면 다 남이다 등의 얘기가 나오는 것이라고 생각합니다.4. 대학친구가 아닌 밖의 친구들의 경우 초, 중, 고 를 지나오면서 만난던 친구들 학원에서 친해진 친구들 이 시간이 흐르면서 속친구가 되는것이라고 생각합니다. 저도 속친구들의 반이상은 고등학교때 혹은 중학교때 동창들이 많아요5. 학교내에서 혹은 동아리 , 대학생활 및 사회생활에서는 사람이 재산이다 라는 생각도 중요하지만 단시 주변의 시선에서 ' 쟤는 왜 혼자다녀? ' 라는 눈빛을 피하기 위해 어울리는 무리들도 있습니다. 이런 친구들이 밖에서도 안만나는건 "" 넌 학교에서 내가 혼자다니지 않기 위한 학식친구일뿐 학교 밖에서 독대하는 자리는 부담스러워 "" 라는 소심한 느낌이 클것입니다.따듯한 대화를 통해 혹은 공감이 되는 주제를 통해 얘기를 풀어나가면서 친해지면나중에는 서로 먼저 연락하는정도의 관계가 되기 수월합니다6. 10년동안 아무에게도 먼저 연락하지 않고 연락오는것만 기다린다면 더욱 삭막해지겠지만 부담없이 먼저 연락하고 사소한거라도 얘기를 나누게 되면 그 친구의 친구들까지 혹은 새로 알게되는 취미공유하는 사람들의 관계가 늘어날 수 있습니다 ㅎㅎ 7. 놀이거리는 제가 누구와 노는지에 따라 다르지만 술을 좋아하는 친구를 만날때는 술집 + 노래방 이라던가게임을 좋아하는 친구라면 pc방 가서 게임같이 하다가 밥먹으러 간다던가영화를 좋아하는 친구라면 주말에 영화보고 밥먹고 술한잔 하는 등의 일정입니다. 딱히 이렇다할 특이점을 없고요질문자님도 좋아하는 취미 한두개쯤은 있을꺼에요 아니면 친구분들이 좋아하는 취미를 함께 공유해보는게 가장 좋은 놀이거리가 될것이라고 생각합니다 ㅎㅎ(저도 당구 못치는데 친구들이랑 놀때 가끔 사구치면서 밥사주고 그래요 ㅎㅎ )8. 제일 위에 적었듯이 이제 30대 바라보는 나이 입니다 ㅎㅎ도움이 되셨는지 모르겠네요 감사합니다 ㅎㅎ"
일산 틱장애 검사하는 병원추천좀!,아이가 이제 11살인데 요즘들어 틱장애가 의심되요..일산 덕이동에 살고있는데 여기로 이사온지 얼마 안되서병원도 잘 모르고..어디서 듣기론 부모가 조급하면 안된다고 하는데..틱장애 의심될땐 어떻게 해야 좋을까요?병원으로 가서 검사 받아봐야할것같은데일산에 틱장애 검사받으려면 어느병원으로 가면 될까요?,스트레스받게하면안돼요ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70115&docId=297315772&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=32&search_sort=3&spq=0
저는55세된.여성입니다.날씨가.영상5도.이하로내려가면.배가시리고.등이시리네요.치료방법을.질문합니다.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","이런건 병원에 가보셔야죠.화타나 편작, 허준이 살아와도 환자를 직접 보지 않은 상태에서 진단을 내리지 못합니다.일단 병원에 가서 진단을 받아보시되 아예 큰 마음먹고 종합검진을 받으세요.나이가 어느 정도 있으신만큼 미리 예방적 차원에서 검진을 받는 것이 좋습니다.그리고 지속적으로 걷기 운동이라도 하세요.일과 운동은 다른 겁니다.일은 신체의 일부를 무리하게 사용해서 몸을 망가트리지만 걷기 운동은 관절염이 있지 않은 이상에야 전신운동이고 폐활량도 늘려주고 심장도 튼튼하게 만들어 줍니다.하루 한시간씩만 걸어다니셔도 건강이 금새 호전됩니다.제가 예전에 등산을 하는데 나름 젊은 놈이라고 매우 빠르게 산을 오르면서 할머니 한분을 추월했죠.그런데 벌어먹고 사느라 한참동안 운동을 안한 상태라 얼마 가지 못해서 헉헉대고 주저앉아 버렸습니다.잠시뒤 아까 지나친 할머니가 제 옆을 지나시면서 한심하다는 눈빛으로 내가 올해 팔십이오! 하면서 걸어 올라가시더군요.질문자님의 나이가 적지 않은 나이지만 팔십의 할머니도 지속적인 운동을 하면 젊은 놈들보다 체력이 더 좋은 법입니다.근육이란 쓰지 않으면 점점 약해집니다.그러니 반드시 운동을 하시고 음식도 잘 챙겨드세요.먹는게 남는 겁니다.가족들이 먹다 남긴 음식 아깝다고 그런거만 드시지 말고 정말로 좋은거 드십시오.",https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30307&docId=297314934&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=33&search_sort=3&spq=0
배꼽에서 냄새가 너무 심해요ㅠㅠㅠ,아마 꽤 옛날부터 그랬던거같아요 3달전??부터ㅠㅠ어느정도로 냄새나냐면 옷벗고 앉아있으면 냄새가 날정도로 나요 ㅠㅠ부모님한테 말해도 원래 배꼽은 냄새나니까 신경쓰지말라는데 이건 너무나요이거 어쩌죠 병원에가야하는거에요? 그냥 약국에서 약사서 바르면되나요?,혹시 샤워를 하시거나 목욕을 하실 때 배꼽도 꼼꼼히 씻으시나요?보통 대충 겉만 씻고 마는 분들이 많으실꺼예요.목욕탕에서 배꼽 안까지 꼼꼼히 씻으면 거기도 꽤 때가 나오거든요.혹 시도해보지 않았다면... 한번 해보세요~만일 깨끗히 씻으시는데도 불구하고 냄새가 사라지지 않은다면 그건 저도 잘 모르겠군요.그냥 냄새가 나는 경우는 없다고 봅니다.약국보단 병원을 가시는게 낫다고 봅니다.내 답변이 도움이 되셨음 합니다! ^^,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=297314494&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=34&search_sort=3&spq=0
배꼽에서 냄새가 너무 심해요ㅠㅠㅠ,아마 꽤 옛날부터 그랬던거같아요 3달전??부터ㅠㅠ어느정도로 냄새나냐면 옷벗고 앉아있으면 냄새가 날정도로 나요 ㅠㅠ부모님한테 말해도 원래 배꼽은 냄새나니까 신경쓰지말라는데 이건 너무나요이거 어쩌죠 병원에가야하는거에요? 그냥 약국에서 약사서 바르면되나요?,참외 배꼽을 가지신 분들하고는 다른게 음푹 패여있는 배꼽을 가지고 계신분들은 배꼽에 때가 자주끼는 것을 늘낄수있습니다 이때는 땀과 함께 고여있는 물 그리고 죽은 세포들이 함께뭉쳐서 나와 생기는 아주 지극히 자연스러운 현상이며 이러한 이유때문에 배꼽의 때안에는 100가지의 이상이의 바이러스가 서식합니다.많은 분들이 배꼽때 제가 하는것에 대한위험성을 모르시는데요 손가락으로 제거시 세균이 많은 손으로 하다가 세균침입 그로인해 복통 도 발생되며 심각한경우 피부가 곪을수있기에 조심하셔야되요깨끗한 면봉으로 제거해주시는게 제일좋구요평소에 면봉과 알코올등을 이용하여 일주일에 2번정도 닦아는것과 따뜻한 물로 샤워할때 불었을때쯤 자연스럽게 닦아주는것도 좋지요 배꼽의 피부는 약하다는 생각을 잊지마시고 자극주는 행동은 피하는게 좋습니다.배꼽의 때는 근냥 두어도 상관없으며 세균이 있다할지라도 누가나 가지고있으며 유해한 것이 아니기에 문제가 되지않습니다.하지만 냄새가 심하고 진물이 나는경우엔 병원을가셔서 진찰을 받아보셔용!답변의 도움이 되셨으면합니다!^^
배꼽에서 냄새가 너무 심해요ㅠㅠㅠ,아마 꽤 옛날부터 그랬던거같아요 3달전??부터ㅠㅠ어느정도로 냄새나냐면 옷벗고 앉아있으면 냄새가 날정도로 나요 ㅠㅠ부모님한테 말해도 원래 배꼽은 냄새나니까 신경쓰지말라는데 이건 너무나요이거 어쩌죠 병원에가야하는거에요? 그냥 약국에서 약사서 바르면되나요?,"배꼽 냄새의 원인 배꼽 냄새의 원인은? 바로 박테리아입니다. 그래서 박테리아 자체를 없애 버리면 문제를 쉽게 이해할 수 있는데, 그 원인인 박테리아는 어떻게 없앨 수 있을까요?  먼저 배꼽에 사는 박테리아의 종류를 파악한 후, 그 박테리아들을 퇴치할 수 있는 의약품을 만들어야 합니다. 이때 냄새의 주범인 박테리아를 공격하면서 냄새도 없애 주는 다른 박테리아를 활용하면 더 좋은데요. 이렇게 하면 박테리아가 박테리아를 없애주기 때문이에요.  마치 독감 백신을 만드는 것처럼 이 의약품만 개발되면 한번 약을 뿌리면 반영구적으로 배꼽 냄새를 없앨 수 있을 거예요.  단, 아직까지 이 의약품이 개발되지 않았기 때문에 현재로서는 배꼽 냄새 콤플렉스를 해결할 수는 없지만, 10년 안에는 이 약이 개발되지 않을까요?  그래도 다른 것보다 깨끗이 자주 씻고 물기 없이 말려주는 게 제일 중요하다고 하니, 발명되기 전까진 이 방법으로 해결해봐요![출처] 배꼽 냄새의 원인|작성자 서민금융 도우"
턱에서 딱딱소리가,제목그대로 턱에서딱딱소리가나요 통증은 아직?없지만 너무불편한데어쩌죠 치료방법이나 어느과 병원을가야하는지좀..,"안녕하세요.턱에서 딱딱소리가 나서 걱정이 많이 되시겠어요.말씀하신 증상은 턱관절장애의 대표적인 증상 중 하나입니다.턱관절장애 초기에는 딱딱소리가 간헐적으로 나타났다가 사라지기도하지만 심화될수록 증상이 나타나는 빈도가 잦아지며 딱딱소리 외에통증이나 개구장애 등의 증상이 함께 나타나기도 하며 주변 신경과혈관을 자극하여 두통, 이명, 어지럼증 등이 함께 나타나기도 합니다.이러한 증상이 나타나는 원인은 다양한데 만약 질문자님이 평소 턱을괴거나 한쪽으로만 씹는 습관, 목을 앞으로 길게 빼거나 푹 숙인 자세등이 바르지 못한 자세 습관이 있는 경우라면 이로 인해 턱관절이틀어진 것이 원인일 가능성이 있습니다.또한 스트레스나 피로 등이 누적되어 있다면 목과 어깨 등 턱관절주변 근육이 경직되면서 턱관절장애에 더욱 쉽게 노출되었을 수 있습니다.이런 경우에는 수기로 직접 턱을 바로잡아주는 수기교정치료와근육을 이완시켜주는 침구치료, 근골 강화에 효과가 있는약물보양치료 등의 치료를 병행해주면 도움이 되는데요.여기에 증상, 원인, 신체 상태 등에 따라 약침이나 동작침법,체형교정 등의 다양한 효과를 나타내는 치료를 병행해준다면연관 부위의 동반 증상이나 턱관절장애 증상이 재발하는 등의치료에 어려움을 겪을 수 있는 상황을 예방할 수 있습니다.이러한 치료는 초기에 원인을 파악하여 해소해주는 것이 좋은데요.인체에서 가장 많이 움직이는 부위 중 하나이기 때문에 언제든지증상이 심화되거나 연관 부위에서 동반 증상이 나타날 수 있기 때문입니다.그러니 질문자님도 증상이 심화되기 전 상담과 검사를 받아보고적절한 치료를  찾으시는 것이 좋을 것으로 보입니다.그럼 더 궁금한 점이 있다면 네임카드를 참고해주세요.^^",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111604&docId=297314240&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=35&search_sort=3&spq=0
턱에서 딱딱소리가,제목그대로 턱에서딱딱소리가나요 통증은 아직?없지만 너무불편한데어쩌죠 치료방법이나 어느과 병원을가야하는지좀..,http://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70205&docId=288419789&qb=7YSx7JeQ7IScIOyGjOumrA==&enc=utf8&section=kin&rank=1&search_sort=0&spq=0&pid=TqWrVdpVuECsssoIuqwssssstW0-044954&sid=5aBgQMkmi9ks9VA6olm61w%3D%3D질문자님과 같은 증상에 대한 치과의사 선생님의 답변입니다.
모발이식3000모비용..,여성 정수리 모발이식 하면 모발이식3000모비용 어느 정도 할까요?모발이식3000모비용 좀 알고 싶은데모발이식이 몇 백에서 몇 천까지 천차만별이라고 해서 감이 안 오네요.여성 정수리 파우더팩트정도..비었는데모발이식3000모로 충분할까요? 비용 어느 정도 나올지 알려주세요.,"대략 모발이식을 전문으로 하는 병원에서 원장이 직접 처음부터 끝까지 한다면절개법 3000모 기준으로 모발이식3000모비용이 500만원 전후의 비용이 듭니다.적은 비용은 아니지만 정수리 조금 빈 거라면모발이식3000모비용이 몇 천 까진 나오지 않습니다.단, 로봇모발이식이나 비절개로 할 경우 천만원 가까이 나올 수는 있습니다.모발이식3000모를 한 후에는 관리를 열심히 해야 합니다.정수리가 더 넓어지지 않도록 탈모약을 계속 먹거나닥터엘렌 탈모주사기로 관리하는 것도 좋습니다.탈모주사기에는 모낭 성장 촉진 성분인 후코이단이 들어있어서탈모 두피를 관리하기에 좋습니다.",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8030206&docId=297314077&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=36&search_sort=3&spq=0
