제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2017.12.02.|2017.12.06.&section=kin&page=1
돈이 뭐라고,"돈이 왜 없을까 항상 생각해본다학원 다니고싶어요 말해봐도 우리 형편에 무슨 학원이야부모님 모두 맞벌이시지만 수입이 시원치않다빚은 쌓여만 가고 동생이 공부를 잘 해서 동생에게 학원을 몰아주었다나는 올해 고3이였다 학원하나없이 인강으로 버텨냈다인강책을 살 때 마다 말없이 사준적이 없었다항상 이 책을 꼭 사야되냐 있는 책 복습이나 해라다른 친구들은 학원을 서너개씩 다닌다학원비는 물론이거니와 용돈도 못 받는 신세였다집에 가면 엄마 아빠는 돈 문제로 항상 싸우신다너무 스트레스였다 집들어가는게 너무나도 괴로웠다그나마 나한테 힘이 되준건 친구들 뿐이였다그러던 어느날 엄마가 갑자기 뇌출혈로 쓰러지셨다반신마비가 돼셨고 이런 와중에도 돈걱정을 해야만 하는 내 처지가 너무 끔찍했다 다행히 엄마는 고비를 넘기셨지만다시 걷기위해서 재활병원에 계신다병원비는 일주일에만 130만원이 나왔다눈앞이 캄캄하다 수능을 잘 본것도 아니였으니,겨우 인서울 끝자락 좋지않은 학과에 갈 성적이였다공대 가고 싶었는데어제는 학교에서 강연을 듣는데 자신이 정말 하고싶은것을 위해간절히 노력하면 이루어진다고 하였다지금은 마땅히 꿈이 없지만 재수종합학원에 가서 정말 좋은 대학에 가고싶다 아빠는 말씀하신다 고3때도 열심히 안 하던 공부를 니가 재수를 하면하겠냐고 동생 좀 보라고 동생은 보고만있어도뭘 더 해주고싶다고 그리고 지금 형편에 무슨 상황인지 생각도 안하냐고 내가 생각을 안해?아빠가 생각없이 내뱉는 나를 찌르는 말들은 생각안하고? 내가 얼마나 엄마걱정을 하고 밤낮안가리고 무서워했는데 내가 제일 하끔찍해 살려줘 돈이 대체 뭐라고 날 가둬두는거야결혼은 돈이 넘쳐서 아 이제 어디다가 쓰지 할때하는거다 지금 뭐라고 쓰고있는지도 모르겠네.책 하나 살때마다 살때마다 내가 왜 눈치를 봐야하는지다른애들은 저렇게 사랑받으면서 부유하게사는데나는 왜 뭘하든 미움받고 거지같이사는지끔찍하다 이 상황이 왜 내가하는말이 다 못미덥고진짜졷같다 씨발 자기말이 다 맞아 그래정말 죽어버리고싶다 진짜끔찍해 진짜너무서럽고죽을거같아 다 돈때문이야 아니 돈이 아니더라도따뜻한 말 해주기는 커녕 눈에 보이기만하면소리만 질러대니 내 수험생활은 정말 끔찍했어공부하고 와도 놀고온거아니냐며 혼내고억울해죽어버리고 공부하다가 전화라도 안받으면미친듯이 화를내고 이러는데 내가 어떻게 공부에만집념해 다른애들은 공부에만 집중하게해주는데신세한탄하는건가 왜 내 인생을 내맘대로 못살지6시면 엄마를 봬러 병원에 가 꼬박꼬박 모아둔 돈으로어제는 머리를하느라 하루못갔어 되게 미안했어 그래서엄마한테 문자도하고 전화도와서 전화도 하고 했는데그 머리 한답시고 안가고 참 잘하는 짓이래 동생은 학원가느라 못갔대 고삼도 안보내주는 학원을 중삼이 서너개씩 다녀 내가 개꼴통대가리도 아닌데 왜 나를자꾸포기하려고하는지 궁금했어 집에서 쉰다고 잠깐 눈부치고 자고있으면 금방 화내서는 그따구로 할거면학교도 때려치우고 나가서 돈이나 벌어오라고 내가무슨 죽을죄를 지었나? 뭘 그렇게 잘못했다고 버럭소리를 지르면서 미친년취급해 매일같이 싸우던 소리를듣던 엄마는 스트레스로 두통이 잦으셨는데 그러다가 뇌출혈이 오셨나봐 마음이 찢어졌어 저 인간 때문에저렇게 됐다고 생각했지 난 가정이 화목하면좋겠다고 생각했어 노력도 많이하고 언성이 높아지면이러지말자고 조곤조곤 얘기하자고다 소용없어 내 면상만 보면 화가 솟구치나봐내가 뭘 그렇게? 어렸을때부터 내 마음을 찢는나쁜말만 해줬어 그냥다졷같다진짜 토할거같아머리아파죽을거같아 나좀살려줘 도와주세요하느님",진짜 성인되고 나면 해결될거에요!! 힘내시고 조금만더 견뎌주세요!!!!!!
저 17살인데 치루같은게 낫어요ㅠ,어느날 항문 근처에 종기같은게 낫더라고요ㅠ 저는 괜찮겠지 싶어서 가만히 방치하고 있었는데 나중에 보니까 크기가 좀 커졌더라고요ㅠㅜ 앉을때 그렇게 아프진 않은데 조금 아픈정도에요..어떻게 하죠??,치질이 의심됩니다. 병원에 가세요^^
저 17살인데 치루같은게 낫어요ㅠ,어느날 항문 근처에 종기같은게 낫더라고요ㅠ 저는 괜찮겠지 싶어서 가만히 방치하고 있었는데 나중에 보니까 크기가 좀 커졌더라고요ㅠㅜ 앉을때 그렇게 아프진 않은데 조금 아픈정도에요..어떻게 하죠??,"안녕하세요질문에 속 시원한 답변 남겨 드립니다.어느날이라고 하시면 최근으로 사료됩니다아마도 쫌 커졌는데도 많이 아프지 않은걸로 봐서는 항문농양은 아니고 외치핵 같습니다.치핵같은 경우는 1~2기는 초기에는 약물처방으로 완치 가능합니다1~2기에서 머무르는 경우도 있고 3~4기로 발전하는 경우도 있습니다.보통 3기 이상일때 수술을 권유하는데현재 치핵 초기일것 같습니다.좌욕으로 통증감소와 청결... 그리고 항문 혈류량을 증가시켜 치핵에 많은 도움은 됩니다.샤워기로 40도 정도의 따뜻한 물온도를 맞추시고 변기에 앉아서 5분~10분정도 좌욕을 하세요★소금,쑥,소독제 등은 일체 사용하지 마시고 좌욕을 하면서 혹같은 것을 지긋이 눌러 주세요  하지만 제가 질문자님께 추천드리는건 병원에서 정확한 진료를 하는것입니다.좌욕도 100% 근본치료는 될수 없기 때문입니다.치핵은 초기에 진료하면 약물처방으로 완치 되는걸자가치료나 병원가기 싫다는 이유로 병을 키워 결국 통증을 참지 못하고 수술하는분이 많습니다.정확한 진단을 위해 병원내방 하시고 간단하게 약물치료하고 걱정을 날려버리세요^^쾌유 하시고~ 더 궁금한점이 있다면 답글 남겨 주시면 답변드리겠습니다.★치루는 아닙니다 치루는 항문농양이 터지고 치루관이 생기는 질병입니다."
몸에 경련이 오기시작했어요..,처음에는 발바닥으로 시작했다가 방금 종아리로 경련이 왔어요.. 좀 괜찮아질때쯤 허벅지쪽으로 와서 꽤 애를 먹었는데 원인이 뭔가요? 시험이 끝나면 병원을 갈꺼지만 대충 원인을 알고싶습니다..,"처음에는 발바닥으로 시작했다가 방금 종아리로 경련이 왔어요.. 좀 괜찮아질때쯤 허벅지쪽으로 와서 꽤 애를 먹었는데 원인이 뭔가요? 시험이 끝나면 병원을 갈꺼지만 대충 원인을 알고싶습니다..온몸의 근육이 발작적으로 오그라드는 병적인 증상을 경련이라고 합니다.한의학에서는 풍 또는 경풍이라고 합니다.이러한 경련은 뇌에 피가 잘 돌지 않아 산소가 부족하거나 당분이 부족할 때, 피 속의 성분이 변화될 때 등 여러 가지 조건에 의하여 일어납니다.경련은 온몸의 근육이 다 오그라들 때도 있고 몸의 어느 한 부분이 오그라들 때가 있습니다.흔히 많이 보게 되는 것은 뇌의 외상, 뇌빈혈, 일사병, 질식 등으로 온몸 경련이 오는 것이며,이밖에 관련 질병이 있거나 높은 열이 날 때, 강한 정신적 타격을 받았을 때도 온몸 경련이 옵니다.불편하면 신경계 진료를 받아 보세요. 관련 전문의 의견을 모아서 링크를 해 드렸었는데 네이버가 그런건지 누가 신고를 해서 그런건지 흥보성 글이라고 답을 삭제해서 추가로 링크를 못해드립니다. 경련 - 민간요법       근육경련 관련           경견완증후군을 아래 카페나 인터넷에서 찾아서 읽어 보세요."
몸에 경련이 오기시작했어요..,처음에는 발바닥으로 시작했다가 방금 종아리로 경련이 왔어요.. 좀 괜찮아질때쯤 허벅지쪽으로 와서 꽤 애를 먹었는데 원인이 뭔가요? 시험이 끝나면 병원을 갈꺼지만 대충 원인을 알고싶습니다..,몸에경련과쥐가 자주발생한다면 미네랄결핍증상입니다.특히 마그네슘결핍일경우 그런경우가많습니다.아몬드를자주드시거나.마그네슘정제를 구입하셔서드시면 좋아집니다
왜이러는 걸까요??,"제가 한 3주전부터 감,바나나 이런 과일류를 소화를 못해요 근데 딸기라던지 물기가 많은 과일은 괜찮고한데 감이나 바나나같은 과일을 먹으면 허리를 못펼정도로 위장을 쥐어짜는거 같고 속도 더부룩하구요 구토증상까지 있습니다..처음에는 잘못먹었거니 그날 컨디션이 안좋았나보다했는데 오늘 깜빡하고 바나나를 먹었는데 속이 너무 안좋아서 고생 좀했고 지금도 솔직히 속이 많이 불편한데요.. 이러지않았었는데 갑자기 3주전부터 이러니 당황스럽네요.. 병원에 가볼까하는데 뭐 그런거 가지고 병원에 가냐는 사람도 있도ㅠ 큰병일까 무섭기도하고ㅠ 혹시 이런증상이 왜 갑자기 생기는지 답변해주실수 있나요??",예소화가 안되어서 생기는 문제로 볼 수 있습니다 소화가 안되면 생과일을 먹으면 이것이 장에서 문제를 일으킵니다 그래서 소화가 안되는 분들은 님이 말씀하신 것처럼 딸기 같은 부드러운 과일이나 아니면 익힌 과일을 드셔야 합니다 사과나 바나나도 익혀서 드시면 아무런 문제가 없을 것입니다 이러한 것은 위와 소화기관에 소화효소가 충분히 공급되지 않아 소화가 잘 안되는 증상으로 보시면 됩니다 그래서 이런 문제를 해결하시려면 평소 소화효소를 만드는 장내 미생물 세균들이 열심히 일을 할 수 있도록 이들에게 먹이가 되는 식품을 섭취해 주셔야 하는데요 이러한 먹이가 되는 식품을 조강식품이라고 하지요 날마다 꾸준히 섭취해 주시면 어느 순간부터 다시 사과나 바나나 같은 단단하고 섬유소가 많은 과일도 잘 소화를 시키게 될 겁니다 도움이 되시기 바랍니다
고등학생 사후피임약 질문,안녕하세요 고2여학생입니다 .남자친구와 월요일 여섯시경에 관계를 맺었습니다. 정말 한 30초정도만에 끝났는데 콘돔 없이 했거든요 ㅜㅜㅜㅠ 질외사정을 했지만 남자친구도 모르게 조금 나왔을 수도 있는거라서 너무너무 불안해요 .. 남자친구에게 물어봤는데 확실히 밖에 했으니 걱정하지 말라고 하는데 그래도 혹시 모르는 거라서 너무 불안하네요.. 사후피임약을 사려면 병원에 가서 처방을 받아야 한다는데 내일 학교 끝나고 가면 관계한지 72시간 후거든요.. 효과는 조금 떨어진다고 하는데 그래도 사후피임약 복용하는게 좋을까요..?네이버에 검색해보면 모두 임신가능성이 있다는말밖에 없더라구요.. 현실적으로 주변 친구들 보면 콘돔을 사용하지 않아도 걱정하지 않는 애들이 많던데 제가 너무 쓸데없는 걱정을 하는건가 싶기도 해서 현실적인 조언을 듣고싶네요 .. 조금있으면 시험인데 공부는 손에 잡히지도 않아요 ㅜㅜ 아 그리고 배란일을 계산해봤는데 가임기애서는 이삼일 정도 벗어나있더라구요. 그런데 그.가임기도 확실한 게 아니라서 너무 불안합니다. 어떻게 할까요ㅠㅠ?,"피임 없이 성관계를 했다면, 임신 가능성 있습니다.쿠퍼액만으로도 임신은 가능하니까요.제일 안전한건 사후 피임약인데, 성관계후 24시간 이내의 복용이면 임신 안할 확율 90% 48시간 이내이면 60% 72시간 이내이면 40%로 급격히 떨어집니다.마지막으로 여성은 365일 가임기 입니다. 배란은 환경, 스트레스 등등의 영향으로도 언제 어느때도 가능하니까요.본인이 잘 판단 하길 바래요."
고등학생 사후피임약 질문,안녕하세요 고2여학생입니다 .남자친구와 월요일 여섯시경에 관계를 맺었습니다. 정말 한 30초정도만에 끝났는데 콘돔 없이 했거든요 ㅜㅜㅜㅠ 질외사정을 했지만 남자친구도 모르게 조금 나왔을 수도 있는거라서 너무너무 불안해요 .. 남자친구에게 물어봤는데 확실히 밖에 했으니 걱정하지 말라고 하는데 그래도 혹시 모르는 거라서 너무 불안하네요.. 사후피임약을 사려면 병원에 가서 처방을 받아야 한다는데 내일 학교 끝나고 가면 관계한지 72시간 후거든요.. 효과는 조금 떨어진다고 하는데 그래도 사후피임약 복용하는게 좋을까요..?네이버에 검색해보면 모두 임신가능성이 있다는말밖에 없더라구요.. 현실적으로 주변 친구들 보면 콘돔을 사용하지 않아도 걱정하지 않는 애들이 많던데 제가 너무 쓸데없는 걱정을 하는건가 싶기도 해서 현실적인 조언을 듣고싶네요 .. 조금있으면 시험인데 공부는 손에 잡히지도 않아요 ㅜㅜ 아 그리고 배란일을 계산해봤는데 가임기애서는 이삼일 정도 벗어나있더라구요. 그런데 그.가임기도 확실한 게 아니라서 너무 불안합니다. 어떻게 할까요ㅠㅠ?,피임도구를 하지 않으셨다면 쿠퍼액만으로도 충분히 임신은 가능합니다.쿠퍼액 뿐만아니라  관계중 자신도 모르게 흘러나온 정액으로도임신되는 경우가 많으니 위험합니다.특히 배란일이 불규칙한경우 매우 위험하며 조그만 정액만으로도임신이 가능한 시기라고도 볼 수 있습니다.더 궁금하신점있으시면 닉네임 클릭하면 나오는 상담주소로상담신청해주시면 친절히 상담해드리겠습니다 감사합니다.
고등학생 사후피임약 질문,안녕하세요 고2여학생입니다 .남자친구와 월요일 여섯시경에 관계를 맺었습니다. 정말 한 30초정도만에 끝났는데 콘돔 없이 했거든요 ㅜㅜㅜㅠ 질외사정을 했지만 남자친구도 모르게 조금 나왔을 수도 있는거라서 너무너무 불안해요 .. 남자친구에게 물어봤는데 확실히 밖에 했으니 걱정하지 말라고 하는데 그래도 혹시 모르는 거라서 너무 불안하네요.. 사후피임약을 사려면 병원에 가서 처방을 받아야 한다는데 내일 학교 끝나고 가면 관계한지 72시간 후거든요.. 효과는 조금 떨어진다고 하는데 그래도 사후피임약 복용하는게 좋을까요..?네이버에 검색해보면 모두 임신가능성이 있다는말밖에 없더라구요.. 현실적으로 주변 친구들 보면 콘돔을 사용하지 않아도 걱정하지 않는 애들이 많던데 제가 너무 쓸데없는 걱정을 하는건가 싶기도 해서 현실적인 조언을 듣고싶네요 .. 조금있으면 시험인데 공부는 손에 잡히지도 않아요 ㅜㅜ 아 그리고 배란일을 계산해봤는데 가임기애서는 이삼일 정도 벗어나있더라구요. 그런데 그.가임기도 확실한 게 아니라서 너무 불안합니다. 어떻게 할까요ㅠㅠ?,안녕하세요 여성 건강지킴이 입니다.질문내용에 답변드리겠습니다.가임기에서 3일이 지나고 정확한 피임을 아니지만임신가능성은 낮습니다.하지만 불안하다면 산부인과에 내원해 사후피임약에 대해 문의해보세요도움이 되셨기를 바라면 내임카드를 참조하세요
정신과 치료,정신과에서 치료 받은거 기록 남아요? 나중에 진학이나 취업 할때 무리가 가나요?,"그러한 기록은 자신이 진료 받은 바로 그 병원에만 기록이 남고,그 어느 누구도 그 사실과 정보에 대해서 전혀 알 수가 없습니다.그리고 그 정보는 당사자가 아닌 이상 그 누구도 열람할 수 없습니다."
원형탈모 의심 (내공100겁니다),최근들어서 스트레스를 많이 받고 있고 머리를 만졌는데 먼가 좀 허전한?느낌이 들어서 그런데 원형탈모가 진행중인가요?그리고 크기가 어느정돈지 병원가보는게 좋은지 알려주세요참고로 만17세입니다,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 노영우 입니다.원형 탈모증은 모낭과 드물지 않게 조갑을 침범하는 염증성 질환입니다. 동전처럼 원형의 모양으로 털이 빠지는 것으로 경계가 뚜렷하기 때문에 쉽게 구별이 되며 대부분이 아무런 증상이 없이 갑자기 나타나는 것이 특징입니다. 또 두피 이외에 수염, 눈썹, 속눈썹 기타 부위에서도 나타날 수 있습니다. 원형 탈모는 그 침범 정도나 모양에 따라 구분되는데 두발전부가 빠진 경우를 전두 탈모증, 전신의 털이 다 빠진 경우 전신탈모증이라 부릅니다. 가끔 진행성으로 되어 서로 융합되어 확대되기도 합니다. 자연적인 치유, 재발이 흔합니다. 원형탈모증은 국소적으로 탈모반이 발생한 경우 4~6주 간격으로 스테로이드를 병변내 주입하는 것이 효과적입니다. 부작용으로는 주사 부위의 진피나 피하지방의 위축이 나타날 수 있습니다. 국소 스테로이드 연고도 사용할 수 있으나 치료에 시간이 오래 걸리며, 원형탈모증이 급격히 진행하는 경우에는 단기간 전신적인 스테로이드 사용이 필요한 경우도 있습니다. 다른 치료 방법에 반응하지 않는 원형탈모증, 광범위한 원형탈모증의 경우에는 면역요법을 사용할 수 있습니다."
