제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2019.02.17.|2019.02.21.&section=kin&page=1
고양이(6세) 중성화 수술에 대하여,저에게는 올해 6살이 되는 고양이가 있습니다.그런데 제가 처음 키우는거라..고양이에게 발정기가 힘들다는건 잘 몰랐습니다.늦었더라도 이제라도 중성화를 시키려고하는데 많이 늦었다고 중성화를 못시키는건가요?그리고 중성화를 시킬수 있다면 지금 당장 가능한가요?,현재 반려묘가 발정기 시기가 아니면 병원에 예약하여 혈액검사 뒤 예약 잡아주시면 됩니다. 혈액검사를 말씀드린건 어느 특정 수치가 너무 높거나 낮으면 전신마취가 불가하여 수치가 정상치로 돌아와야만 가능하기 때문입니다^^,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80502&docId=321759037&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=1&search_sort=3&spq=0
고양이(6세) 중성화 수술에 대하여,저에게는 올해 6살이 되는 고양이가 있습니다.그런데 제가 처음 키우는거라..고양이에게 발정기가 힘들다는건 잘 몰랐습니다.늦었더라도 이제라도 중성화를 시키려고하는데 많이 늦었다고 중성화를 못시키는건가요?그리고 중성화를 시킬수 있다면 지금 당장 가능한가요?,네. 가능해요.6살이니 피검사로 몸 상태 체크하시고 수술하세요.수술 예약 잡고 수술 전날 저녁 7시부터 금식 시키세요.
고양이(6세) 중성화 수술에 대하여,저에게는 올해 6살이 되는 고양이가 있습니다.그런데 제가 처음 키우는거라..고양이에게 발정기가 힘들다는건 잘 몰랐습니다.늦었더라도 이제라도 중성화를 시키려고하는데 많이 늦었다고 중성화를 못시키는건가요?그리고 중성화를 시킬수 있다면 지금 당장 가능한가요?,"혹시 암컷인가요, 수컷인가요.수컷이라면 중성화는 잠복고환과 같은 특이 경우 아니면 간단한 수술이니 괜찮고요.암컷이라면 개복수술이니 회복이 조금 더딜 수 있어요.하지만 둘다 수술이 늦어질 수록 호르몬 관련 질환 걸리기 쉬워요.특히 암컷은 자궁축농증과 같은 질환이 생길 수 있으니건강한 상태라면 저는 중성화 시킬 것 같아요.더 늦기 전에 해주세요.수컷은 바로 중성화가 가능하고요.암컷은 발정증세가 줄어든 후에 가능합니다. 안그럼 난소가 부은 상태라 수술이 힘들어요.나이가 있는 상태에서 수술하시는 것이니혈액검사 하고 이상 없다는 거 확인 후 수술시키는 병원으로 가세요."
안녕하세요 제ㅏ 주,안녕하세요 제 17살인데 어느날부터 목이 엄청아쁘고 잠자고일어나면 엄청아파요 침삼킬때 아파요 지금은 목덜아픈데 인젠 코로 숨쉴때 바람이 뜨겁고 온몬이 뜨거워요 머리는열없는데 뜨겁고 무슨증상일까요?,저도 잘은 모르겠는데 감기일 수도 있다는 생각이 들어요! 저도 그런적이 있었는데 감기였거든요! 혹시 모르니 병원은 꼭 가보세요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70101&docId=321756792&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=2&search_sort=3&spq=0
너무 안먹어도 배가 아프나요?(내공 100) 변비인 거 같기도 다이어트하느라 단식하고 있는데 변비미치겠네요ㅜㅜ,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",이건 제 경험이고 사람마다 다를 수 있는데 제가 원래 하루나 이틀에 한 번은 꼭 변을 봤어요그런데 다이어트 한다고 밥을 하루에 두 번씩 조금 먹다 보니까먹은 게 없어서 그런지 3일이 지나도 신호가 안오더라구요그러다 한 5일 정도 지났는데 어느 날 저녁에 배가 무진장 아픈거에요ㅠㅠ그냥 배탈이려니 싶어서(먹은 것도 없지만..) 화장실에 앉아있는데 진심 구급차 생각나고 응급실 생각나고 너무 아파서 울었어요..고딩때..ㅎㅎㅎ그렇게 아파서 울고 소리지르고 하다 10분 정도 지나니까 설사를 오지게 하더라구요그러고나니까 배가 전혀 안아파져서 병원은 안갔지만 이후로 다이어트하더라도 세 끼 꼬박꼬박 챙겨먹기로 했답니다제가 생각하기에 타고난 장하고 식습관하고 스트레스 조절하는 거!중요한 것 같아요!보통 다이어트 하다보면 화장실 가는 횟수가 줄어서 변비 걸리는 일은 흔하게 있는데 저처럼 장에 변이 찰 때까지(?) 화장실 안가시면 나중에 복통 오집니다..진짜 너무 아파서 죽겠다 싶을 정도로 아픔ㅠㅠ결론: 너무 안먹으면...은 모르겠지만 오랫동안 변을 못누면 장에 변이 차서 나중에 관장할 수도 있음,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=321754316&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=3&search_sort=3&spq=0
발바닥에 티눈인지 사마귀인지 뭐가 났는데요 한1년 전쯤에 나서 티눈고 붙이고 뜯어보기도 여러번 해봤는데 핵이라고들 하시는거는 나오지도 않고 ㅠ(진짜 피나기 직전까지 뜯었는데 ㅠㅠ) 심지어 커지는 느낌까지 드네요ㅠㅠ 그래서 이번에 병원에 가려고 하는데 이게 티눈인지 사마귀인지 어느정도는 알고싶고 어떻게 치료하는지 궁굼해서 질문합니다 ㅠㅠ 그래서 최종적인 질문은“사진에 있는게 티눈인가요 사마귀인가요?” 와“치료 방법은 어떻게 되나요?”입니다 ㅠㅠ 빠른 답변 부탁드려요 ㅠㅠㅠ,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","초기에 모양새를 못봐서 확신은 안되지만사진상으로는 사마귀로 보입니다.그리고 사마귀에 티눈약은 상극입니다 ㅠㅠ사마귀는 표면의 각질층을 깎아내면여러 개의 검은 점이 보이거나 점상 출혈이 생깁니다.또한, 튀어나온 부분 옆을 살 안쪽으로 누르면 통증이 오기도 합니다.사마귀는 바이러스성 질환 이라서, 면역력과 관계 있습니다. 티눈은 가운데 심지같은게 있으며 직각으로 누르면 통증이 오기도 합니다.티눈은 지속적인 압력 등이 원이이고, 바이러스성이 아니기 때문에자연 치유도 가능할 수 있습니다.하지만,,, 티눈이냐 사마귀냐는 중요하지 않습니다.대처방법은 더 퍼지기전에 제거를 하는게 젤 좋습니다.티눈이나 사마귀는 옆으로 번지기 때문에 부위가 넓어질수록 치료가 오래 걸리죠... 여기 댓글 답글 때문에 조기치료 시기 놓치지 마시고, 서둘러 병원 가세요.아무것도 아니면 님도 편하잖아요, 괜히 시기놓쳐서 고생하지 마시고꼭 병원 가세요,님의 발은 소중하니까요~~~<참고하세요>▣ 아프지 않아요 '굳은살'굳은살은 피부에 지속적인 압력을 받으면서, 피부가 스스로를 보호하기 위해 가장 바깥쪽에 있는 각질층을 증식하면서 생깁니다. 이렇게 각질층이 증식하면 피부가 두꺼워지고 단단해집니다. 또한 넓고 얇게 퍼져있기 때문에 통증을 유발하지는 않습니다. 굳은살 생기면 귤, 오렌지 등 껍질이나 유자차의 유자 찌꺼기를 발에 문지르면 효과적입니다. 과일 껍질에는 AHA 성분이 들어 있어 피부 각질층을 없애는 데 도움이 되기 때문입니다.▣ 콕콕 쑤시는 통증 ' 티눈' 그래픽=김충민 기자티눈은 굳은살과 비슷하지만 좁은 부위에 압력이 집중되면서 굳은살 속에 원뿔 모양으로 단단해진 핵이 생기면서 발생합니다. 티눈이 생기면 걸을 때마다 콕콕 찌르는 듯한 통증이 생깁니다. 티눈은 핵을 없애는 것이 중요합니다. 그렇지 않으면 핵 주변이 다시 단단해져 재발하기 때문입니다. 각질을 연하게 만드는 약을 바르고 부드러워지면 소독한 집게나 면도 날로 깎아서 제거하면 됩니다. 그러나 티눈 밴드나 연고로 제거가 어렵다면 병원을 방문해야 합니다. 피부과에서는 액화질소로 피부를 얼려 티눈의 핵이 떨어져 나오게 하는 냉동치료를 하게 됩니다.▣ 검은 핏자국이 보여요 '사마귀'사마귀는 겉으로 보면 굳은살이나 티눈처럼 보이지만 수가 점점 늘어날 때 의심할 수 있습니다. 사마귀는 인유두종바이러스에 감염되어 발생하는 것으로, 사마귀에 걸렸던 사람이나 그 사람이 쓰던 물건과 접촉 후 바이러스가 전염되면서 발행합니다. 눌렀을 때 통증이 있으며 딱딱한 피부 가운데 검붉은 핏자국이 보이며, 손으로 뜯으면 피가 납니다. 사마귀가 있다면 온몸을 퍼질 수 있으므로 병원을 방문하여 빠른치료를 받은것이 좋습니다. 치료법은 환자의 면역상태에 따라 다른데, 초기에는 1~2달 연고를 바르면 사라지지만 약을 챙겨바르기 어렵다면 레이저나 액화질소로 사마귀를 얼려 떼어내는 시술등을 받을 수 있습니다.참고 출처 : https://m.post.naver.com/viewer/postView.nhn?volumeNo=14920032&memberNo=22313680&vType=VERTICAL",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=321751748&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=4&search_sort=3&spq=0
발바닥에 티눈인지 사마귀인지 뭐가 났는데요 한1년 전쯤에 나서 티눈고 붙이고 뜯어보기도 여러번 해봤는데 핵이라고들 하시는거는 나오지도 않고 ㅠ(진짜 피나기 직전까지 뜯었는데 ㅠㅠ) 심지어 커지는 느낌까지 드네요ㅠㅠ 그래서 이번에 병원에 가려고 하는데 이게 티눈인지 사마귀인지 어느정도는 알고싶고 어떻게 치료하는지 궁굼해서 질문합니다 ㅠㅠ 그래서 최종적인 질문은“사진에 있는게 티눈인가요 사마귀인가요?” 와“치료 방법은 어떻게 되나요?”입니다 ㅠㅠ 빠른 답변 부탁드려요 ㅠㅠㅠ,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",튀어나온 부분 옆쪽을 눌러보시고 아프시면 티눈이고 티눈은 약국에서 바르는약 며칠동안 바르고 뽑으시면 되고요 사마귀는 병원가셔서 레이저로 시술 하시면 됩니다 (티눈도 웬만하면 가시는게...)
우울증을 아마도 앓았던 전적이 있습니다. 전에도 좋아졌다 나빠졌다 했었습니다.(고등학생시절 학교 우울증검사결과로 학교측에서 정신과진료를 개인적으로 추천해주신적이있습니다. 하지만 병원진료는 아직 받은적없음) 최근 독감에 1주일정도 앓고있는데 몸이 지친것으로 (그리고 환경이 변한것) 다시 우울증이 올수도있나요? 신경정신과에 진료를 받고싶지만 단순한 우울감인지 정말 우울증인지 괜히 민망하여 가기 망설여집니다. 추가로 비용은 어느정도 나올까요..? 증상은 한숨이 계속나오고 밤이 되면 눈물이 왈칵 쏟아질것같습니다. 의욕도 없고(식욕은 있지만) 기운도 없습니다.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","현재의 그런 증상은 정신장애인, 신경증(노이로제)의 증상중, 우울신경증의 증상에 해당하는 증상입니다.이런 정신장애에 처방이 되는 약은, 항욻제 라는 약인데, 이 약은 흥분제와 마약에 가까운 약이기에, 장기 복용을 하면 중독의 위험성과 후유증이 발생 하기도 하고 치료에 도움은  되지만 완치가 되지 않기애, 복용을 하지 말아야 하고, 적극적으로 정신치료를 받아야 만, 완치가 된다는 사실을, 이해 하셔야 할 것입니다.이런 증상은 임상심리전문가로 부터 종합심리진단검사 M.M.Q(mandsel medical questionnaire),H.T.P(house tree person), Bender Gestalat , Sentence Completion, M.M.P.I(minnesota multiphasic personality inventory), Rorschach, T.A.T(themat apperction test), 등의 검사를 받아서, 증상의 종류와 상태를 자세하개 파악을 하셔야  하고, 치료를 하면 어떤 방법이 좋은지를 확인을  하시고, 치료하면 기간은 얼마나 걸릴지를 확인을 해서, 치료에 임 해야 좋은 결과를 얻을 수 있을 것입니다.정신과전문의나 임상심리전문가로 부터 적극적으로 정신치료를 받아야 만, 완치가 될 것이고, 처방 해 주는 항울제 라는 약을 복용하여, 치료를 해야 겠다는, 마음을 접어야 할 것입니다.왜냐하면 이런 약 모두는 , 향정신성 의약픔들이고, 장기 복용을 히면 중독의 위험성과 후유증이 나타나기도 하고, 치료에 도움은 되지만 완치가 되지 않기에, 복용을 하지 말아야 하고, 적극적으로 정신치료를 받아야 만, 완치가 된다는 사실을, 이해 하셔야 하기 때문입니다.필자의 브로그를 방문 하셔서, "" 우울신경증 "" 이란 글을 출력 하셔서, 참고 하시면, 좋은 결과를, 얻을 수 있을 것입니다.참고 하셔서 좋은 결과, 얻기를 기원 드립니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=321751659&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=5&search_sort=3&spq=0
우울증을 아마도 앓았던 전적이 있습니다. 전에도 좋아졌다 나빠졌다 했었습니다.(고등학생시절 학교 우울증검사결과로 학교측에서 정신과진료를 개인적으로 추천해주신적이있습니다. 하지만 병원진료는 아직 받은적없음) 최근 독감에 1주일정도 앓고있는데 몸이 지친것으로 (그리고 환경이 변한것) 다시 우울증이 올수도있나요? 신경정신과에 진료를 받고싶지만 단순한 우울감인지 정말 우울증인지 괜히 민망하여 가기 망설여집니다. 추가로 비용은 어느정도 나올까요..? 증상은 한숨이 계속나오고 밤이 되면 눈물이 왈칵 쏟아질것같습니다. 의욕도 없고(식욕은 있지만) 기운도 없습니다.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",우울증은 삶의 의욕이 없고 무기력해지며 ㅈㅅ충동이 일어나는 무서운 병이면서도 현대인들에게는 흔한 질병입니다 그증상은 마치 감기증상과도 비슷해서 님이 독감을 앓으셨다면 우울감이라고 생각되네요 그런데 감기가 다 나았는데도 다시 그러면 병원에 가서 체크를 한번 해보는 것이 좋겠네요. 정신건강의학 과에 가서 상담해 보시고 전문가의 의견을 들어보시면 확실히 알수 있는데 망설이실 것이 없어요 요즘 은 문턱이 낮아져서 전혀 눈치 볼일도 없고요 이기회에 확실히 해보는 것이 자꾸 그냥 걱정하는것 보다 나아보입니다
제가 작년에 세탁기에서 세탁물 빼려고,저는 20대 중반 여자입니다제가 작년에 쭈구려 앉았다가 일어날 때 갑자기 무릎이 아팠는데 2주간 제대로 못걸었습니다 이때도 과체중이긴 했지만 살이 전 보다 많이 빠졌고 매일 한시간씩 걷기 운동을 했습니다정형외과에서 엑스레이 사진 찍었는데 무릎에는 문제가 없다고 했습니다그러다가 최근에 가끔식 오래 걸으면 오른쪽 무릎이 아프고 아빠다리나 무릎을 꿇는 자세를 하면 아파서 금방 자세를 풀고요그런데 오늘은 갑자기 걸을 때 왼쪽 허리에 심한 통증이와서 걷기 어려웠습니다 통증이 잠깐 있었다가 사라졌지만 이렇게 허리가 아픈적은 처음이라 많이 당황스러웠습니다 오늘 좀 많이 걸었지만 허리가 아픈건 처음이라...단순히 과체중 때문일까요?ㅠㅠ지금보다 더 과체중이었을 때도 걸을 때 허리가 아픈적은 없었는데... 병원에선 무릎에 문제가 없다고 그러고 어떻게 해야할까요...체중 조절을 위해 운동을 하자니 달리기나 오래걷기는 허리가 아파서 어떻게 운동을 해야할지 모르겠습니다,"안녕하세요. 저도 20대 중반이에요. 전 재작년부터 원인 모를 다리 통증에 엄청 고생했어요. 재채기나 크게 웃으면 허벅지 안이 찢기는 것 같고어느 날은 아예 발 한 걸음도 못 뗄 정도로 아프고 그랬어요. 똑바로 누으면 오른쪽 엉덩이가 너무 아파서 밤에 잘 때 뒤척일 때마다 날카로운 통증이 와서 잠도 매일 설쳤고요. 병원에서 mri 찍어도 아무 이상 없고. 원인도 모르고 겉으로 보기엔 티도 안 나고 주변엔 아픈 사람도 없고 꼭 나만 이 고생한다.. 그 기분 잘 알아요. 우선 생활습관을 다 개선하셔야 해요. 1. 절대 하지 말아야할 자세- 양반다리, 짝다리, 다리 꼬기, 침대에 반만 누운 상태로 걸쳐 앉기, 오래 장시간 앉아있기 등2. 핸드백에 무게를 줄이세요. 사람은 자기 체중의 4%인가 그정도만 들어도 무리가 간대요. 3. 밸런스를 맞추어야 해요. 핸드백 한쪽으로만 매지 마세요. 백팩이 좋아요. 4. 힐처럼 높은 굽의 신발 금지.. 자기 발에 맞는 운동화 신어야 해요.5. 걸음걸이 고쳐야 해요. 팔자 걸음 등등6. 불가피하게 오래 앉아 잇어야 한다면 50분에 한번씩 꼭 스트레칭 하셔야 해요. 7. 무거운 것 최대한 들지 마세요. 어쩔 수 없이 들어야 한다면 푹 다 앉은 상태에서 들어올리세요. 8. 허리 인대 늘어나는 자세 하면 안 돼요. 9. 허리에 좋다고 무작정 딱딱한 침대생활 하는 경우 있는데 이거는 자기에게 맞는 걸로 해야해요. 10. 골반 교정 스트레칭 꼭 하세요. 11. 무릎이 안 좋고 스쿼트의 올바른 자세를 모른다면 그냥 하지 마세요. 몸 안 신경이 아프면.. 진짜 너무 눈물나고 힘들겠지만, 몸에 안 좋은 자세 다 버리고 예쁜 핸드백 예쁜 구두도 다 포기해야 해요. 전 20대 중반밖에 안됐지만 작년 여름에 장애인마냥 걷지도 못하고, 침대에 누우려고 다리를 올리지도 못하고, 선풍기 코드조차 꼽을 수 없을 만큼 아팠던 날. 밤에 너무 아파서 너무 억울하고 슬퍼서 매일 울면서 잤던 나날들. 다시는 돌아가고 싶지 않아서 살기 위해서 스트레칭 합니다... 스트레칭은 https://youtu.be/VIBeXoTutfY이거 추천합니다. 진짜 다 포기할까할 때 저 동영상 보고 차츰 통증이 사라졌습니다. 진짜 몸 안이 아픈 거는... 아무도 몰라요ㅜㅠ그 아픔, 그 통증아무리 설명하려 해도그거 못 느껴 본 사람은 절대 이해 못 해요...하...",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=321751180&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=6&search_sort=3&spq=0
